Epoch,Train Loss,Val Loss,Train Accuracy,Val Accuracy,Train AUC ROC,Val AUC ROC,Train PR,Val PR,Train F1,Val F1,Train Recall,Val Recall,Train Int AP,Val Int AP,Train AP,Val AP
18,0.4993,0.4908,0.7558,0.7613,0.8322,0.8602,0.7335,0.8135,0.7669,0.7396,0.8035,0.678,0.8005,0.8268,0.8006,0.8269
19,0.4939,0.4735,0.7616,0.7766,0.8367,0.8568,0.7397,0.7244,0.772,0.7999,0.8074,0.8929,0.804,0.8216,0.8041,0.8217
20,0.4917,0.4667,0.7652,0.7766,0.8385,0.8585,0.7434,0.7305,0.7753,0.7969,0.81,0.8766,0.8051,0.8235,0.8051,0.8237
21,0.4904,0.4969,0.7648,0.7584,0.8391,0.8604,0.742,0.8219,0.7754,0.732,0.8118,0.6599,0.8071,0.8278,0.8071,0.8279
22,0.4867,0.4558,0.7665,0.7886,0.8417,0.8646,0.7436,0.75,0.777,0.8038,0.8134,0.8658,0.812,0.8272,0.812,0.8274
23,0.4823,0.4661,0.7689,0.7827,0.8446,0.8593,0.7453,0.7856,0.7796,0.7816,0.8171,0.7776,0.8118,0.8254,0.8118,0.8255
24,0.4818,0.4536,0.7695,0.7874,0.845,0.8631,0.7465,0.7563,0.7799,0.7996,0.8163,0.8481,0.814,0.83,0.814,0.8301
25,0.4784,0.4655,0.7719,0.7814,0.8473,0.8644,0.7479,0.7272,0.7824,0.8046,0.8203,0.9006,0.8149,0.8297,0.8149,0.8299
26,0.4818,0.4625,0.7683,0.7834,0.8445,0.8644,0.7428,0.7292,0.7798,0.8063,0.8206,0.9017,0.8121,0.8291,0.8121,0.8292
27,0.4768,0.4438,0.7728,0.7974,0.8481,0.8718,0.7479,0.7522,0.7836,0.8141,0.8229,0.8872,0.8157,0.8363,0.8158,0.8364
28,0.4711,0.4478,0.7766,0.7922,0.852,0.8678,0.7508,0.7571,0.7876,0.8054,0.8282,0.8603,0.8212,0.8335,0.8212,0.8337
29,0.4677,0.4567,0.7799,0.7887,0.8542,0.8707,0.7536,0.7335,0.7908,0.8111,0.8318,0.907,0.8232,0.8364,0.8232,0.8365
30,0.471,0.4568,0.7768,0.787,0.8518,0.8654,0.7508,0.7386,0.7878,0.8066,0.8286,0.8883,0.8209,0.8344,0.8209,0.8344
31,0.4798,0.4499,0.7691,0.7969,0.8462,0.8666,0.7443,0.7648,0.7803,0.8085,0.82,0.8574,0.8166,0.8318,0.8167,0.8319
32,0.4671,0.448,0.7788,0.7911,0.8544,0.8705,0.754,0.7513,0.789,0.8064,0.8275,0.8702,0.8229,0.8384,0.8229,0.8385
33,0.4706,0.4408,0.7759,0.7993,0.8524,0.8728,0.7511,0.7706,0.7864,0.8094,0.8252,0.8523,0.822,0.8382,0.822,0.8384
34,0.4625,0.4729,0.7809,0.7766,0.8577,0.8669,0.756,0.7129,0.791,0.8057,0.8294,0.9264,0.8267,0.8298,0.8268,0.83
35,0.481,0.4447,0.7708,0.8011,0.8453,0.8729,0.7471,0.7662,0.7813,0.8133,0.8188,0.8667,0.8148,0.8373,0.8148,0.8375
36,0.464,0.4436,0.7815,0.7947,0.8561,0.8742,0.7556,0.7894,0.7921,0.7965,0.8323,0.8038,0.8242,0.8419,0.8242,0.842
37,0.4674,0.4356,0.7779,0.8011,0.8541,0.8737,0.752,0.764,0.7887,0.8141,0.8292,0.8713,0.8232,0.84,0.8233,0.84
38,0.4637,0.4638,0.7806,0.7847,0.8567,0.8722,0.755,0.8132,0.7911,0.7744,0.8308,0.739,0.8268,0.8402,0.8268,0.8403
39,0.4554,0.4505,0.786,0.7913,0.8618,0.8661,0.76,0.7564,0.7962,0.8046,0.836,0.8594,0.8317,0.8309,0.8317,0.831
40,0.4591,0.4583,0.7831,0.7868,0.859,0.871,0.7571,0.7259,0.7936,0.8121,0.8338,0.9215,0.828,0.8362,0.828,0.8363
41,0.4573,0.4343,0.784,0.8014,0.8603,0.877,0.7581,0.7586,0.7943,0.8166,0.8342,0.8843,0.8305,0.845,0.8305,0.845
42,0.4538,0.4405,0.7863,0.7974,0.8632,0.8786,0.76,0.7417,0.7966,0.8184,0.8369,0.9127,0.8341,0.8431,0.8341,0.8431
43,0.4509,0.4289,0.7909,0.8058,0.8643,0.8789,0.7634,0.7757,0.8013,0.8159,0.8431,0.8605,0.8343,0.8464,0.8344,0.8465
44,0.4501,0.4336,0.7904,0.8031,0.8655,0.8782,0.7636,0.7898,0.8006,0.8075,0.8412,0.8259,0.8357,0.8444,0.8357,0.8445
45,0.453,0.4473,0.7873,0.7948,0.8632,0.875,0.761,0.8035,0.7976,0.7918,0.8378,0.7805,0.8333,0.843,0.8334,0.8431
46,0.4521,0.4392,0.7869,0.7976,0.8638,0.8748,0.7609,0.7518,0.797,0.8144,0.8368,0.8885,0.836,0.8434,0.836,0.8435
47,0.4492,0.4411,0.791,0.7985,0.8656,0.873,0.7645,0.7614,0.801,0.8119,0.8412,0.8695,0.8357,0.8359,0.8357,0.836
48,0.4474,0.4438,0.791,0.7923,0.8675,0.8774,0.7638,0.7338,0.8013,0.8154,0.8426,0.9173,0.8376,0.8455,0.8376,0.8455
49,0.4483,0.4312,0.7909,0.8082,0.866,0.8778,0.7634,0.7745,0.8013,0.8194,0.8431,0.8697,0.8361,0.8442,0.8361,0.8443
50,0.4463,0.4459,0.7928,0.8004,0.868,0.8744,0.7656,0.8025,0.8029,0.7997,0.8441,0.797,0.8385,0.8374,0.8385,0.8375
51,0.4554,0.433,0.787,0.8026,0.8617,0.8767,0.7595,0.7606,0.7977,0.8173,0.84,0.8832,0.8317,0.8407,0.8317,0.8408
52,0.4549,0.4263,0.7858,0.8046,0.8626,0.8799,0.7591,0.7666,0.7963,0.8176,0.8373,0.8759,0.8334,0.8465,0.8334,0.8466
53,0.4412,0.4271,0.7958,0.8028,0.8712,0.8803,0.7683,0.7628,0.8057,0.8168,0.847,0.879,0.8416,0.849,0.8416,0.849
54,0.4458,0.4292,0.7912,0.7993,0.8681,0.8774,0.7636,0.7785,0.8016,0.8065,0.8435,0.8367,0.8395,0.8445,0.8395,0.8446
55,0.4405,0.4381,0.796,0.7982,0.871,0.8781,0.7678,0.7426,0.8062,0.819,0.8485,0.9129,0.8415,0.8448,0.8415,0.8449
56,0.4407,0.43,0.7947,0.7987,0.8712,0.878,0.7666,0.7828,0.8049,0.8042,0.8473,0.8268,0.8426,0.8465,0.8426,0.8466
57,0.4408,0.4289,0.7957,0.8064,0.8711,0.8825,0.768,0.8062,0.8058,0.8064,0.8474,0.8067,0.8425,0.849,0.8425,0.8491
58,0.4361,0.4271,0.7982,0.8052,0.874,0.8805,0.7708,0.7639,0.8079,0.8193,0.8487,0.8834,0.8462,0.8472,0.8462,0.8473
59,0.4393,0.4258,0.7959,0.8041,0.8716,0.8801,0.7687,0.7719,0.8057,0.815,0.8466,0.8631,0.8422,0.8497,0.8422,0.8498
60,0.4386,0.4259,0.7962,0.8059,0.8722,0.8788,0.7688,0.7711,0.8061,0.8176,0.8472,0.8702,0.8446,0.845,0.8446,0.845
61,0.4412,0.4336,0.7932,0.7993,0.8706,0.8829,0.7663,0.7434,0.8031,0.82,0.8435,0.9143,0.8421,0.8511,0.8421,0.8512
62,0.4385,0.4227,0.7963,0.8043,0.8723,0.8832,0.7686,0.7632,0.8063,0.8184,0.8479,0.8823,0.8436,0.8515,0.8436,0.8516
63,0.442,0.4286,0.7942,0.8045,0.8706,0.878,0.7665,0.7574,0.8044,0.8209,0.8463,0.896,0.842,0.8439,0.842,0.8439
64,0.4332,0.4384,0.7994,0.7998,0.8753,0.8792,0.7703,0.7482,0.8097,0.8186,0.8533,0.9037,0.8474,0.8443,0.8474,0.8444
65,0.4402,0.423,0.7959,0.8077,0.8714,0.882,0.7675,0.7794,0.8061,0.817,0.8489,0.8583,0.8433,0.8498,0.8433,0.8498
66,0.4338,0.4227,0.7997,0.8098,0.8749,0.8832,0.7703,0.7804,0.8101,0.8193,0.8542,0.8622,0.8463,0.8471,0.8463,0.8472
67,0.4344,0.4223,0.7998,0.8085,0.8745,0.8843,0.7712,0.7935,0.8098,0.8132,0.8524,0.834,0.8463,0.8546,0.8463,0.8547
68,0.4406,0.434,0.7961,0.8011,0.871,0.8791,0.7695,0.7476,0.8057,0.8205,0.8455,0.909,0.8425,0.8447,0.8425,0.8448
69,0.4342,0.4233,0.7991,0.8093,0.8744,0.8817,0.7703,0.7818,0.8093,0.8182,0.8525,0.8583,0.8461,0.8472,0.8461,0.8472
70,0.4317,0.4242,0.8001,0.8059,0.8764,0.8812,0.7725,0.7883,0.8097,0.8117,0.8506,0.8365,0.8484,0.8493,0.8484,0.8493
71,0.4166,0.4101,0.8104,0.8194,0.8846,0.8899,0.7821,0.7919,0.8195,0.8275,0.8607,0.8664,0.8572,0.8582,0.8572,0.8583
72,0.4072,0.4079,0.8145,0.8171,0.8899,0.8902,0.7848,0.7837,0.8236,0.8272,0.8666,0.8759,0.8642,0.8601,0.8642,0.8601
73,0.4066,0.4087,0.815,0.8189,0.8902,0.8899,0.7855,0.792,0.8241,0.8269,0.8668,0.8651,0.8642,0.8576,0.8642,0.8577
74,0.406,0.4074,0.8153,0.8173,0.8904,0.8914,0.7853,0.7771,0.8245,0.8296,0.8678,0.8898,0.8642,0.859,0.8642,0.859
75,0.4087,0.4119,0.814,0.8147,0.8891,0.8884,0.7835,0.7745,0.8235,0.8274,0.8679,0.888,0.8632,0.8563,0.8632,0.8563
76,0.4045,0.4119,0.8165,0.8161,0.8909,0.8892,0.7868,0.7859,0.8255,0.8253,0.8682,0.8689,0.8644,0.8585,0.8644,0.8585
77,0.4064,0.4075,0.8154,0.8178,0.8904,0.8896,0.7859,0.7858,0.8245,0.8275,0.8672,0.8739,0.8641,0.8568,0.8641,0.8568
78,0.4007,0.4015,0.8186,0.819,0.8933,0.8933,0.7884,0.7827,0.8276,0.83,0.8709,0.8834,0.8691,0.8636,0.8691,0.8636
79,0.4046,0.4226,0.816,0.8132,0.8916,0.8885,0.7858,0.7604,0.8253,0.8304,0.8689,0.9145,0.8673,0.8557,0.8673,0.8557
80,0.402,0.4108,0.8171,0.8188,0.8923,0.8904,0.7869,0.7982,0.8263,0.8249,0.8698,0.8534,0.866,0.8581,0.866,0.8581
81,0.402,0.4068,0.8168,0.8204,0.8926,0.8917,0.7871,0.7903,0.8259,0.8292,0.8687,0.8722,0.8668,0.8598,0.8668,0.8598
82,0.3986,0.4078,0.819,0.8182,0.8942,0.8911,0.7892,0.7731,0.8278,0.832,0.8705,0.9006,0.8694,0.8566,0.8694,0.8566
83,0.4019,0.4077,0.8172,0.8214,0.8932,0.8925,0.7865,0.7947,0.8266,0.8291,0.871,0.8667,0.8684,0.8599,0.8684,0.8599
84,0.3996,0.4057,0.8193,0.8205,0.8943,0.8907,0.79,0.789,0.828,0.8298,0.8699,0.875,0.8688,0.8589,0.8688,0.8589
85,0.3976,0.4085,0.8187,0.8189,0.895,0.8905,0.7892,0.7947,0.8275,0.8261,0.8697,0.86,0.8704,0.8594,0.8704,0.8594
86,0.4108,0.4095,0.8128,0.8209,0.8882,0.8914,0.7833,0.7941,0.822,0.8287,0.8648,0.8664,0.8638,0.8589,0.8638,0.859
87,0.3993,0.4081,0.8189,0.8157,0.8938,0.8911,0.7889,0.7691,0.8278,0.8304,0.8708,0.9024,0.8706,0.8599,0.8706,0.86
88,0.4006,0.4081,0.8168,0.8181,0.8933,0.8905,0.7863,0.7739,0.826,0.8316,0.87,0.8986,0.8687,0.8578,0.8688,0.8578
89,0.4008,0.4097,0.8177,0.8177,0.8933,0.8908,0.7882,0.7725,0.8266,0.8317,0.8689,0.9006,0.8689,0.8587,0.8689,0.8587
90,0.3979,0.4083,0.8204,0.8208,0.895,0.8902,0.7901,0.7928,0.8293,0.829,0.8726,0.8686,0.8704,0.8563,0.8704,0.8564
91,0.3989,0.411,0.8184,0.8172,0.8942,0.8908,0.7872,0.7925,0.8277,0.8246,0.8727,0.8594,0.87,0.8592,0.87,0.8592
92,0.3931,0.4159,0.8236,0.8167,0.8975,0.8925,0.7925,0.8167,0.8324,0.8167,0.8766,0.8168,0.8726,0.8599,0.8726,0.86
93,0.3934,0.4141,0.8215,0.8179,0.8973,0.8903,0.7922,0.7996,0.8301,0.8234,0.8717,0.8486,0.874,0.8583,0.874,0.8583
94,0.3971,0.408,0.8193,0.8203,0.8957,0.8918,0.7898,0.7893,0.8281,0.8294,0.8702,0.8737,0.8718,0.8599,0.8718,0.86
95,0.3936,0.4073,0.8228,0.821,0.8971,0.8923,0.7923,0.7915,0.8315,0.8297,0.8748,0.8717,0.8725,0.8605,0.8725,0.8605
96,0.3918,0.4081,0.824,0.819,0.898,0.8921,0.7938,0.7792,0.8326,0.8311,0.8753,0.8905,0.8742,0.8623,0.8742,0.8623
97,0.3909,0.4141,0.8228,0.8199,0.8988,0.892,0.7916,0.8068,0.8319,0.8237,0.8765,0.8413,0.8748,0.8624,0.8748,0.8624
98,0.3941,0.4143,0.8208,0.8118,0.897,0.8894,0.7918,0.7639,0.8292,0.8274,0.8703,0.9024,0.8743,0.8562,0.8743,0.8563
99,0.396,0.4083,0.8193,0.8226,0.8962,0.8933,0.7889,0.7891,0.8283,0.8323,0.8718,0.8805,0.8725,0.8623,0.8725,0.8624
100,0.3886,0.4126,0.8257,0.8173,0.9,0.8926,0.7968,0.8122,0.8338,0.8188,0.8745,0.8254,0.8766,0.862,0.8766,0.862
101,0.3894,0.4129,0.8245,0.8119,0.8994,0.8887,0.7965,0.7658,0.8324,0.8269,0.8716,0.8986,0.8758,0.8582,0.8758,0.8583
102,0.392,0.4057,0.8219,0.8186,0.898,0.893,0.7913,0.778,0.8308,0.8309,0.8745,0.8916,0.8747,0.862,0.8747,0.862
103,0.3934,0.4117,0.8228,0.815,0.8978,0.8892,0.7927,0.7829,0.8315,0.8249,0.8743,0.8717,0.8748,0.8575,0.8748,0.8575
104,0.3884,0.4082,0.8239,0.8178,0.8999,0.8915,0.7937,0.7921,0.8325,0.8255,0.8754,0.8618,0.8763,0.8596,0.8763,0.8597
105,0.3884,0.4141,0.8246,0.8178,0.9,0.8904,0.7939,0.8041,0.8333,0.8219,0.8767,0.8404,0.8768,0.8578,0.8768,0.8578
106,0.3904,0.4074,0.8237,0.8208,0.8994,0.8933,0.7932,0.789,0.8324,0.8302,0.8757,0.8759,0.8775,0.863,0.8775,0.8631
107,0.3873,0.4101,0.8251,0.8193,0.9005,0.8919,0.7956,0.7879,0.8334,0.8286,0.8749,0.8737,0.8775,0.8601,0.8775,0.8601
108,0.3881,0.4171,0.8255,0.8141,0.9001,0.8914,0.7952,0.8049,0.834,0.8168,0.8767,0.8292,0.8771,0.8579,0.8771,0.858
109,0.3881,0.4099,0.8238,0.8156,0.9002,0.8906,0.7941,0.7702,0.8323,0.8299,0.8744,0.8997,0.8777,0.8588,0.8777,0.8588
110,0.3883,0.4103,0.8232,0.8185,0.9002,0.8899,0.792,0.7873,0.8321,0.8278,0.8764,0.8728,0.879,0.8568,0.879,0.8568
111,0.3889,0.4113,0.8239,0.8167,0.9002,0.8904,0.7945,0.7761,0.8323,0.8293,0.8738,0.8902,0.8795,0.8581,0.8795,0.8582
112,0.3851,0.4168,0.8274,0.8146,0.9021,0.8873,0.7972,0.7727,0.8357,0.8279,0.8781,0.8916,0.8799,0.8544,0.8799,0.8545
113,0.3979,0.4201,0.8199,0.8131,0.8957,0.89,0.7905,0.7664,0.8286,0.8282,0.8705,0.9008,0.8726,0.859,0.8726,0.859
114,0.3899,0.4097,0.8234,0.8162,0.8991,0.8911,0.7938,0.7894,0.8319,0.8243,0.8738,0.8625,0.876,0.861,0.876,0.8611
115,0.3867,0.4136,0.826,0.8183,0.9012,0.8901,0.7958,0.7983,0.8345,0.8241,0.8772,0.8517,0.879,0.8582,0.879,0.8583
116,0.3876,0.4081,0.825,0.8181,0.901,0.8918,0.7952,0.7823,0.8335,0.8289,0.8756,0.8814,0.8785,0.8584,0.8785,0.8585
117,0.3847,0.4279,0.8262,0.8134,0.9025,0.8914,0.7949,0.8196,0.835,0.8116,0.8793,0.8038,0.8809,0.8589,0.8809,0.859
118,0.3877,0.4105,0.825,0.8179,0.9006,0.8911,0.7957,0.7793,0.8333,0.8297,0.8747,0.8872,0.8778,0.86,0.8779,0.8601
119,0.3827,0.4132,0.8295,0.8194,0.9032,0.8914,0.7993,0.7773,0.8377,0.8321,0.88,0.8953,0.8811,0.8604,0.8811,0.8604
120,0.381,0.4104,0.828,0.8151,0.9037,0.8906,0.7978,0.7736,0.8363,0.8281,0.8787,0.8909,0.8822,0.8596,0.8822,0.8597
121,0.3848,0.408,0.8268,0.8212,0.9023,0.8926,0.7965,0.7982,0.8353,0.8279,0.8781,0.8598,0.8815,0.8607,0.8815,0.8607
122,0.3824,0.4127,0.8288,0.8189,0.9034,0.8931,0.7997,0.7892,0.8367,0.8278,0.8772,0.8704,0.8823,0.8633,0.8823,0.8633
123,0.3821,0.4156,0.827,0.8162,0.9036,0.891,0.7975,0.8051,0.8351,0.8194,0.8765,0.8343,0.8824,0.8583,0.8824,0.8584
124,0.3835,0.4155,0.8271,0.8165,0.9032,0.891,0.7969,0.7896,0.8355,0.8246,0.878,0.8629,0.8832,0.8585,0.8832,0.8585
125,0.3808,0.4085,0.8287,0.8232,0.9043,0.8949,0.7995,0.7908,0.8366,0.8326,0.8773,0.879,0.8841,0.8641,0.8841,0.8641
126,0.3809,0.4106,0.8287,0.8182,0.9041,0.8916,0.7993,0.7861,0.8367,0.8278,0.8777,0.8741,0.8826,0.8611,0.8826,0.8612
127,0.3797,0.4134,0.828,0.8204,0.9052,0.8947,0.7982,0.8125,0.8362,0.8226,0.8781,0.8329,0.8845,0.8622,0.8845,0.8623
128,0.3801,0.4172,0.8279,0.8155,0.9042,0.8901,0.7971,0.8013,0.8364,0.8198,0.8797,0.8391,0.8837,0.858,0.8837,0.8581
129,0.3797,0.4097,0.83,0.8154,0.9051,0.8915,0.8003,0.7941,0.8381,0.8219,0.8796,0.8517,0.8836,0.861,0.8836,0.861
130,0.3787,0.4114,0.8288,0.8226,0.9053,0.8912,0.7992,0.7986,0.8368,0.8294,0.8783,0.8627,0.8852,0.8575,0.8852,0.8576
131,0.389,0.4113,0.8246,0.8173,0.901,0.8928,0.7951,0.7903,0.8329,0.8254,0.8745,0.8638,0.8803,0.862,0.8803,0.862
132,0.381,0.4067,0.8288,0.8177,0.9047,0.8925,0.7987,0.7881,0.837,0.8266,0.8792,0.8691,0.8837,0.8626,0.8837,0.8626
133,0.3789,0.4117,0.8306,0.8158,0.9055,0.8914,0.8012,0.7888,0.8385,0.8241,0.8794,0.8627,0.8847,0.8587,0.8847,0.8588
134,0.3769,0.4083,0.8314,0.8188,0.9065,0.8934,0.8019,0.7869,0.8393,0.8284,0.8803,0.8744,0.8866,0.8613,0.8866,0.8613
135,0.3785,0.4111,0.8304,0.8165,0.9057,0.8922,0.8011,0.7988,0.8383,0.8218,0.8792,0.8462,0.8851,0.8587,0.8851,0.8587
136,0.3782,0.4141,0.8294,0.8174,0.9057,0.8927,0.8009,0.7782,0.8371,0.8294,0.8767,0.8878,0.8865,0.8621,0.8865,0.8622
137,0.3767,0.4107,0.8316,0.8158,0.9067,0.8913,0.8019,0.7955,0.8396,0.822,0.8809,0.8503,0.8865,0.8598,0.8865,0.8599
138,0.3753,0.4139,0.8311,0.8183,0.9072,0.8918,0.8015,0.775,0.839,0.8315,0.8802,0.8968,0.888,0.8608,0.888,0.8609
139,0.3774,0.4088,0.8305,0.8226,0.9064,0.8941,0.8006,0.8026,0.8386,0.8282,0.8803,0.8556,0.8857,0.8627,0.8857,0.8627
140,0.3742,0.4097,0.8315,0.821,0.9079,0.8928,0.8024,0.796,0.8392,0.8283,0.8795,0.8633,0.889,0.8611,0.889,0.8612
141,0.3625,0.4087,0.8385,0.8261,0.9135,0.8959,0.8095,0.7937,0.8457,0.8352,0.8853,0.8812,0.8955,0.8647,0.8955,0.8648
142,0.3597,0.4064,0.8396,0.8232,0.9147,0.8953,0.8098,0.792,0.847,0.8322,0.8878,0.8768,0.8966,0.864,0.8966,0.864
143,0.3594,0.4073,0.8403,0.8246,0.9147,0.8952,0.8103,0.784,0.8477,0.8362,0.8886,0.896,0.8959,0.8644,0.8959,0.8645
144,0.3559,0.4085,0.841,0.8221,0.9165,0.8954,0.8117,0.7906,0.8481,0.8313,0.888,0.8764,0.8988,0.8644,0.8988,0.8644
145,0.356,0.4034,0.8424,0.8228,0.9167,0.8979,0.8123,0.7912,0.8496,0.8319,0.8906,0.877,0.8989,0.8675,0.8989,0.8676
146,0.3582,0.4062,0.8406,0.8255,0.9159,0.8975,0.8109,0.805,0.8478,0.8312,0.8883,0.8592,0.8983,0.8675,0.8983,0.8675
147,0.3558,0.4063,0.8406,0.8257,0.9169,0.8975,0.8113,0.7962,0.8478,0.8339,0.8877,0.8755,0.8994,0.8675,0.8994,0.8675
148,0.3545,0.4074,0.842,0.8221,0.9175,0.8965,0.812,0.7846,0.8492,0.8331,0.89,0.888,0.9006,0.8665,0.9006,0.8665
149,0.3555,0.4126,0.8409,0.8233,0.9172,0.8945,0.8108,0.7929,0.8482,0.8321,0.8893,0.8752,0.9007,0.8624,0.9008,0.8625
150,0.3553,0.4057,0.8416,0.821,0.9171,0.8959,0.8122,0.7945,0.8487,0.8287,0.8887,0.866,0.9008,0.8654,0.9008,0.8654
151,0.3533,0.4083,0.8425,0.8246,0.9182,0.8956,0.8128,0.7939,0.8496,0.8333,0.8898,0.8768,0.9018,0.8631,0.9018,0.8632
152,0.3536,0.4083,0.843,0.821,0.9183,0.8964,0.8136,0.7949,0.85,0.8286,0.8898,0.8653,0.9011,0.8659,0.9011,0.866
153,0.3556,0.409,0.8426,0.8216,0.9173,0.8956,0.8131,0.7851,0.8497,0.8323,0.8897,0.8856,0.9012,0.8628,0.9012,0.8628
154,0.3545,0.4052,0.8414,0.8238,0.9175,0.8971,0.8113,0.7895,0.8487,0.8336,0.8897,0.883,0.901,0.8664,0.901,0.8664
155,0.3538,0.4088,0.8431,0.8238,0.9177,0.8949,0.8132,0.7886,0.8503,0.8339,0.8909,0.8847,0.9002,0.8624,0.9003,0.8625
156,0.3512,0.41,0.8436,0.8247,0.9192,0.8963,0.8144,0.7977,0.8506,0.8323,0.8902,0.87,0.9022,0.8647,0.9022,0.8647
157,0.3511,0.4116,0.8447,0.8243,0.9192,0.8948,0.816,0.7931,0.8515,0.8332,0.8903,0.8777,0.9031,0.862,0.9031,0.8621
158,0.3511,0.4093,0.8436,0.8238,0.9187,0.897,0.8144,0.7943,0.8506,0.8322,0.8902,0.8739,0.9021,0.8649,0.9021,0.8649
159,0.3493,0.4094,0.8447,0.8242,0.9202,0.8953,0.8151,0.7954,0.8517,0.8324,0.8917,0.873,0.9039,0.8635,0.9039,0.8636
160,0.3489,0.4084,0.8456,0.8253,0.9202,0.8958,0.8163,0.7973,0.8524,0.8332,0.8919,0.8724,0.9035,0.8642,0.9035,0.8643
161,0.348,0.4094,0.8462,0.8221,0.9207,0.896,0.816,0.7903,0.8531,0.8314,0.8938,0.877,0.9043,0.8645,0.9043,0.8646
162,0.3517,0.4064,0.8433,0.8233,0.9188,0.8971,0.8141,0.7884,0.8503,0.8334,0.8899,0.8838,0.9024,0.8662,0.9024,0.8662
163,0.3492,0.4109,0.8446,0.8211,0.9203,0.8957,0.8154,0.8038,0.8515,0.8261,0.891,0.8497,0.9045,0.8651,0.9045,0.8652
164,0.349,0.41,0.8447,0.8222,0.9204,0.8951,0.8158,0.7815,0.8516,0.8342,0.8907,0.8946,0.9048,0.863,0.9049,0.8631
165,0.3471,0.4101,0.8469,0.8212,0.9213,0.8947,0.8177,0.7875,0.8536,0.8311,0.8927,0.8799,0.905,0.8628,0.905,0.8628
166,0.3476,0.4144,0.8462,0.8255,0.921,0.8951,0.8164,0.7987,0.8532,0.833,0.8934,0.8704,0.9051,0.8628,0.9051,0.8629
167,0.3462,0.4143,0.8467,0.8227,0.9215,0.8949,0.8175,0.7891,0.8534,0.8324,0.8926,0.8808,0.9061,0.8627,0.9061,0.8628
168,0.3451,0.4093,0.8484,0.8233,0.9222,0.8976,0.8196,0.7987,0.8549,0.8304,0.8933,0.8647,0.9065,0.8657,0.9065,0.8657
169,0.3477,0.4102,0.8453,0.8223,0.9214,0.8958,0.817,0.7944,0.8519,0.8304,0.89,0.8697,0.9064,0.8636,0.9064,0.8636
170,0.3598,0.4111,0.8407,0.8242,0.916,0.8965,0.8116,0.8029,0.8478,0.8302,0.8873,0.8594,0.8988,0.8651,0.8988,0.8651
171,0.3494,0.4111,0.8448,0.8246,0.9204,0.8969,0.8159,0.8019,0.8516,0.8309,0.8905,0.862,0.9043,0.8659,0.9043,0.8659
