Epoch,Train Loss,Val Loss,Train Accuracy,Val Accuracy,Train AUC ROC,Val AUC ROC,Train PR,Val PR,Train F1,Val F1,Train Recall,Val Recall,Train Int AP,Val Int AP,Train AP,Val AP
54,0.4432,0.438,0.7928,0.7992,0.869,0.874,0.765,0.7819,0.8031,0.8052,0.8451,0.8298,0.8387,0.8381,0.8387,0.8382
55,0.4483,0.4255,0.789,0.8061,0.8661,0.8802,0.7613,0.7828,0.7997,0.8138,0.8421,0.8475,0.8372,0.8442,0.8372,0.8443
56,0.4415,0.4351,0.7925,0.8016,0.8703,0.8756,0.7642,0.7644,0.803,0.8147,0.846,0.8719,0.8421,0.8376,0.8421,0.8376
57,0.4475,0.4308,0.7908,0.8046,0.8669,0.8764,0.7631,0.7697,0.8013,0.8165,0.8435,0.8693,0.8366,0.8389,0.8366,0.839
58,0.4507,0.4428,0.7889,0.7938,0.8652,0.8782,0.7622,0.7342,0.7991,0.8171,0.8399,0.9211,0.837,0.8412,0.837,0.8413
59,0.4417,0.4257,0.7949,0.8076,0.8706,0.8804,0.7673,0.7736,0.805,0.8188,0.8466,0.8697,0.842,0.846,0.842,0.8461
60,0.4394,0.4346,0.7955,0.801,0.8714,0.8754,0.7671,0.7675,0.8058,0.8127,0.8487,0.8636,0.8407,0.84,0.8407,0.8401
61,0.4426,0.4251,0.7935,0.8092,0.8698,0.8833,0.7661,0.7677,0.8036,0.823,0.8449,0.8867,0.8403,0.8474,0.8403,0.8475
62,0.4424,0.4282,0.7942,0.8039,0.8697,0.8795,0.7663,0.7595,0.8044,0.8194,0.8465,0.8896,0.841,0.8436,0.841,0.8437
63,0.4382,0.4264,0.7952,0.8045,0.8723,0.8803,0.767,0.766,0.8054,0.8177,0.848,0.8768,0.8443,0.8462,0.8443,0.8462
64,0.4443,0.4455,0.7914,0.7967,0.8687,0.8779,0.7637,0.7364,0.8019,0.8197,0.8441,0.9242,0.8392,0.8425,0.8392,0.8426
65,0.4423,0.434,0.7944,0.8028,0.87,0.8806,0.766,0.8081,0.8048,0.8012,0.8477,0.7944,0.8418,0.8474,0.8418,0.8475
66,0.4375,0.4219,0.7965,0.805,0.8731,0.8811,0.7683,0.7822,0.8066,0.8126,0.849,0.8455,0.8459,0.8456,0.8459,0.8456
67,0.4478,0.423,0.7912,0.8069,0.8667,0.8824,0.7637,0.7948,0.8015,0.8108,0.8432,0.8274,0.8383,0.8466,0.8383,0.8467
68,0.4354,0.4243,0.7992,0.8066,0.8742,0.8832,0.7722,0.7596,0.8087,0.8226,0.8487,0.8971,0.8466,0.8454,0.8466,0.8455
69,0.436,0.4238,0.7954,0.8119,0.8734,0.8823,0.7669,0.7983,0.8058,0.8161,0.8489,0.8347,0.8456,0.8463,0.8456,0.8463
70,0.4329,0.4291,0.7997,0.8092,0.8757,0.8808,0.7711,0.7914,0.8097,0.8149,0.8524,0.8398,0.8469,0.847,0.8469,0.8471
71,0.4191,0.4133,0.809,0.8155,0.883,0.8894,0.7796,0.7692,0.8185,0.8301,0.8615,0.9015,0.8546,0.8533,0.8547,0.8534
72,0.4144,0.4108,0.8097,0.8157,0.8863,0.8883,0.7798,0.7715,0.8194,0.8296,0.8631,0.8973,0.8593,0.8538,0.8593,0.8538
73,0.4141,0.408,0.8111,0.8214,0.8861,0.8903,0.7807,0.7875,0.8209,0.8313,0.8653,0.8803,0.8594,0.855,0.8594,0.8551
74,0.4106,0.4067,0.8119,0.8195,0.8881,0.8897,0.7824,0.787,0.8212,0.8292,0.8641,0.8761,0.8621,0.8538,0.8621,0.8539
75,0.4107,0.4056,0.8121,0.8223,0.888,0.8902,0.7828,0.7899,0.8213,0.8318,0.8639,0.8783,0.8621,0.8537,0.8621,0.8538
76,0.4163,0.411,0.8101,0.8155,0.885,0.8894,0.7806,0.7809,0.8196,0.8262,0.8627,0.8772,0.8579,0.8554,0.8579,0.8555
77,0.4108,0.413,0.8128,0.8156,0.8879,0.8889,0.7832,0.7672,0.8221,0.831,0.8651,0.9063,0.8615,0.8539,0.8615,0.854
78,0.4088,0.407,0.8145,0.8205,0.8886,0.8902,0.7838,0.7927,0.824,0.8286,0.8685,0.868,0.862,0.8551,0.862,0.8551
79,0.4048,0.4059,0.8157,0.8197,0.8912,0.8908,0.786,0.7994,0.8248,0.8256,0.8676,0.8536,0.8654,0.857,0.8654,0.857
80,0.4046,0.4097,0.8161,0.8199,0.8909,0.8913,0.7861,0.7758,0.8253,0.8333,0.8686,0.8999,0.865,0.8563,0.865,0.8563
81,0.4049,0.4033,0.8154,0.8219,0.8907,0.8917,0.786,0.7873,0.8244,0.832,0.8667,0.8821,0.8646,0.8558,0.8646,0.8559
82,0.4039,0.4084,0.8165,0.8222,0.8914,0.8904,0.7863,0.7776,0.8257,0.8355,0.8692,0.9026,0.8646,0.855,0.8646,0.855
83,0.4027,0.4038,0.8165,0.8222,0.8921,0.8913,0.7866,0.7986,0.8256,0.829,0.8686,0.8618,0.8672,0.8568,0.8672,0.8569
84,0.403,0.4019,0.8178,0.8253,0.8921,0.8938,0.7878,0.7954,0.8269,0.8337,0.87,0.8759,0.866,0.8593,0.866,0.8594
85,0.4054,0.4085,0.8156,0.8194,0.8908,0.8912,0.785,0.7739,0.825,0.8332,0.8692,0.9024,0.865,0.8554,0.865,0.8556
86,0.3998,0.4046,0.8182,0.821,0.8935,0.8905,0.7875,0.7956,0.8274,0.8284,0.8716,0.864,0.8677,0.8548,0.8677,0.8549
87,0.4015,0.4022,0.8178,0.8216,0.8926,0.8926,0.7876,0.7795,0.8269,0.8341,0.8702,0.8968,0.8681,0.8576,0.8681,0.8577
88,0.4012,0.4015,0.8172,0.8223,0.8924,0.8941,0.7875,0.7928,0.8261,0.8309,0.8687,0.8728,0.8663,0.8599,0.8663,0.86
89,0.4008,0.4086,0.8169,0.8172,0.8934,0.8902,0.7877,0.7766,0.8257,0.8297,0.8675,0.8905,0.8686,0.8579,0.8686,0.858
90,0.4035,0.4062,0.818,0.822,0.8914,0.8915,0.7876,0.7928,0.8271,0.8305,0.8707,0.8719,0.8655,0.8576,0.8655,0.8577
91,0.4007,0.4084,0.8194,0.8192,0.8929,0.8909,0.7891,0.7769,0.8284,0.832,0.8718,0.8955,0.8652,0.8557,0.8652,0.8557
92,0.3995,0.4057,0.8191,0.8196,0.8944,0.8919,0.7884,0.7884,0.8283,0.8289,0.8724,0.8737,0.8694,0.8584,0.8694,0.8585
93,0.397,0.4034,0.8216,0.8199,0.8955,0.8926,0.7915,0.7922,0.8304,0.8281,0.8734,0.8673,0.8708,0.8588,0.8708,0.8588
94,0.3975,0.402,0.8196,0.8232,0.8949,0.8937,0.7892,0.8053,0.8285,0.8283,0.872,0.8525,0.8705,0.8603,0.8705,0.8604
95,0.4016,0.4029,0.8168,0.8199,0.8929,0.8929,0.7866,0.7938,0.826,0.8276,0.8697,0.8644,0.869,0.8591,0.869,0.8591
96,0.3979,0.4137,0.8191,0.8176,0.8943,0.8912,0.7881,0.8168,0.8283,0.8178,0.8729,0.8188,0.8696,0.8577,0.8696,0.8577
97,0.3989,0.4017,0.8186,0.8208,0.8941,0.8935,0.7889,0.7825,0.8274,0.8322,0.8699,0.8887,0.8696,0.8599,0.8696,0.86
98,0.4008,0.4038,0.8186,0.8216,0.8935,0.8937,0.7882,0.8023,0.8277,0.8271,0.8715,0.8534,0.8685,0.8588,0.8685,0.8588
99,0.4029,0.3991,0.8174,0.8243,0.8923,0.8942,0.7877,0.7952,0.8264,0.8326,0.8691,0.8737,0.8665,0.8599,0.8666,0.8599
100,0.3978,0.4002,0.8193,0.8239,0.8947,0.8954,0.7891,0.7962,0.8283,0.8318,0.8715,0.8706,0.8699,0.8625,0.8699,0.8626
101,0.392,0.4003,0.8225,0.8223,0.8979,0.8948,0.7925,0.8015,0.8312,0.8283,0.8739,0.857,0.8734,0.8615,0.8734,0.8616
102,0.395,0.4023,0.8215,0.8219,0.8965,0.895,0.7914,0.8045,0.8302,0.8269,0.873,0.8506,0.8719,0.8621,0.8719,0.8622
103,0.3951,0.4068,0.8202,0.8194,0.8961,0.8928,0.7901,0.8025,0.829,0.8243,0.872,0.8473,0.8725,0.8585,0.8725,0.8586
104,0.3942,0.4031,0.8234,0.8205,0.8971,0.8933,0.7939,0.789,0.8318,0.8298,0.8734,0.875,0.8731,0.8611,0.8731,0.8612
105,0.3965,0.3986,0.8207,0.824,0.8958,0.8963,0.791,0.7881,0.8293,0.8343,0.8716,0.8863,0.8712,0.8645,0.8712,0.8645
106,0.3927,0.3988,0.8223,0.8257,0.8977,0.896,0.7919,0.7972,0.8311,0.8336,0.8743,0.8735,0.8738,0.8629,0.8738,0.863
107,0.3929,0.4046,0.8221,0.8225,0.8974,0.8938,0.7922,0.8074,0.8308,0.8267,0.8733,0.847,0.8725,0.8606,0.8725,0.8606
108,0.3957,0.4016,0.8222,0.8239,0.8965,0.8935,0.7918,0.7844,0.831,0.8353,0.8744,0.8933,0.8727,0.8582,0.8727,0.8583
109,0.3915,0.4049,0.8226,0.8199,0.8984,0.8951,0.7925,0.8137,0.8313,0.8217,0.874,0.8298,0.8752,0.8634,0.8752,0.8635
110,0.39,0.4011,0.8253,0.8239,0.8993,0.8953,0.7962,0.796,0.8335,0.8318,0.8744,0.8711,0.8766,0.8623,0.8766,0.8624
111,0.3915,0.4026,0.8241,0.8241,0.898,0.8957,0.7936,0.8103,0.8328,0.8279,0.876,0.8464,0.8747,0.8633,0.8747,0.8634
112,0.3902,0.4091,0.8236,0.8171,0.8992,0.8958,0.7938,0.8235,0.8321,0.8152,0.8743,0.8071,0.8767,0.8635,0.8767,0.8636
113,0.3923,0.4036,0.8228,0.8249,0.8979,0.8961,0.7939,0.8192,0.8312,0.8264,0.8722,0.8338,0.8737,0.863,0.8737,0.8631
114,0.3924,0.4014,0.8238,0.8226,0.8977,0.8941,0.7936,0.7982,0.8325,0.8295,0.8754,0.8633,0.8733,0.8604,0.8733,0.8604
115,0.3898,0.4032,0.8237,0.8239,0.8989,0.894,0.7936,0.7906,0.8323,0.8334,0.875,0.8812,0.8764,0.8589,0.8764,0.8589
116,0.3929,0.4038,0.8222,0.8206,0.8977,0.8925,0.7914,0.7824,0.8312,0.832,0.8752,0.8883,0.8737,0.8594,0.8737,0.8595
117,0.3889,0.4085,0.8245,0.8207,0.8999,0.8934,0.7937,0.8124,0.8332,0.8231,0.8769,0.834,0.8781,0.8589,0.8781,0.859
118,0.3882,0.4013,0.8242,0.8252,0.9002,0.8963,0.7941,0.8194,0.8327,0.8268,0.8753,0.8343,0.8774,0.862,0.8774,0.862
119,0.3877,0.4087,0.8241,0.82,0.9007,0.8933,0.7936,0.8132,0.8328,0.822,0.8761,0.8309,0.8788,0.8611,0.8788,0.8612
120,0.3922,0.3995,0.823,0.8259,0.8982,0.8947,0.7941,0.7913,0.8313,0.8356,0.8721,0.8852,0.8757,0.8603,0.8757,0.8604
121,0.3868,0.3999,0.8269,0.8258,0.9007,0.8958,0.7969,0.8106,0.8353,0.8299,0.8776,0.8501,0.8802,0.8601,0.8802,0.8602
122,0.3884,0.399,0.8242,0.8243,0.9001,0.8962,0.7942,0.7898,0.8328,0.8342,0.8752,0.8838,0.8788,0.8626,0.8788,0.8626
123,0.3834,0.4043,0.8277,0.8239,0.9027,0.895,0.7976,0.7841,0.836,0.8354,0.8783,0.894,0.8817,0.8605,0.8817,0.8605
124,0.3888,0.3989,0.8254,0.8258,0.9002,0.8962,0.7951,0.8004,0.834,0.8328,0.8768,0.868,0.8773,0.8612,0.8773,0.8613
125,0.3874,0.3981,0.8256,0.8222,0.9009,0.8958,0.7961,0.7978,0.8339,0.8293,0.8755,0.8633,0.8784,0.862,0.8784,0.862
126,0.3837,0.3999,0.8263,0.8247,0.9023,0.8962,0.7962,0.797,0.8347,0.8325,0.8771,0.8713,0.8804,0.8619,0.8804,0.8619
127,0.3849,0.4058,0.826,0.8211,0.9021,0.8941,0.7966,0.7831,0.8343,0.8324,0.8758,0.8883,0.8811,0.8619,0.8811,0.862
128,0.3856,0.3991,0.8251,0.827,0.9015,0.8955,0.7951,0.7976,0.8336,0.8351,0.876,0.8764,0.8808,0.8609,0.8808,0.8609
129,0.3822,0.4005,0.8266,0.8296,0.9032,0.8953,0.7967,0.7982,0.8349,0.8381,0.8768,0.8823,0.8818,0.8613,0.8818,0.8613
130,0.3846,0.3971,0.8268,0.8273,0.9022,0.8959,0.7965,0.7965,0.8353,0.8358,0.878,0.8792,0.8816,0.8633,0.8816,0.8634
131,0.3858,0.4053,0.8262,0.819,0.9018,0.8956,0.7969,0.7714,0.8343,0.8336,0.8754,0.9068,0.8805,0.8631,0.8805,0.8632
132,0.3817,0.3989,0.8278,0.8272,0.9038,0.897,0.7976,0.8069,0.8362,0.8327,0.8786,0.8603,0.8826,0.8628,0.8826,0.8629
133,0.3833,0.4009,0.8267,0.8259,0.9029,0.8965,0.7964,0.8077,0.8351,0.8309,0.8778,0.8554,0.8812,0.8633,0.8812,0.8634
134,0.3819,0.4037,0.8276,0.8229,0.9033,0.8963,0.7982,0.7858,0.8356,0.8337,0.8767,0.8878,0.882,0.8644,0.882,0.8645
135,0.3777,0.4069,0.8308,0.8221,0.9059,0.8959,0.8007,0.776,0.8388,0.8358,0.8807,0.9057,0.8848,0.8629,0.8848,0.863
136,0.3799,0.4013,0.8292,0.8264,0.9048,0.895,0.7981,0.7913,0.8376,0.8363,0.8812,0.8867,0.8836,0.8617,0.8836,0.8617
137,0.3822,0.403,0.8288,0.822,0.9037,0.8942,0.7982,0.7867,0.8372,0.8323,0.8801,0.8836,0.8838,0.861,0.8838,0.8611
138,0.3851,0.4025,0.8265,0.8219,0.9023,0.8941,0.797,0.7836,0.8347,0.8332,0.8762,0.8894,0.8822,0.8587,0.8823,0.8588
139,0.3808,0.4217,0.8277,0.8118,0.9041,0.8919,0.7978,0.7532,0.8359,0.8313,0.8778,0.9275,0.8839,0.8561,0.8839,0.8561
140,0.3839,0.4031,0.8275,0.822,0.9029,0.8956,0.7969,0.7828,0.8359,0.8336,0.879,0.8913,0.8817,0.8621,0.8817,0.8622
141,0.3685,0.3972,0.8354,0.8291,0.9101,0.8989,0.8055,0.7921,0.8431,0.8393,0.8845,0.8924,0.8904,0.8656,0.8904,0.8657
142,0.3644,0.3953,0.8373,0.8264,0.9123,0.8985,0.8067,0.7902,0.845,0.8366,0.8872,0.8889,0.8933,0.8655,0.8933,0.8655
143,0.3691,0.396,0.8341,0.8292,0.91,0.8995,0.8036,0.7969,0.842,0.838,0.8844,0.8836,0.8905,0.8663,0.8905,0.8664
144,0.3672,0.3959,0.8364,0.8282,0.9109,0.8993,0.8054,0.7936,0.8443,0.8378,0.8871,0.8872,0.8913,0.8657,0.8913,0.8658
145,0.3653,0.3951,0.8373,0.8304,0.9117,0.8999,0.8061,0.7959,0.8452,0.8397,0.8881,0.8887,0.8931,0.8671,0.8931,0.8672
146,0.3626,0.3978,0.8381,0.8271,0.9133,0.8984,0.8074,0.7879,0.8458,0.8381,0.8881,0.8951,0.8946,0.8638,0.8946,0.8639
147,0.3623,0.3951,0.8385,0.832,0.9133,0.9007,0.8085,0.8049,0.846,0.8392,0.887,0.8766,0.8946,0.8675,0.8946,0.8676
148,0.36,0.3983,0.841,0.829,0.9147,0.8993,0.8108,0.8067,0.8483,0.835,0.8895,0.8653,0.8965,0.8656,0.8965,0.8657
149,0.3605,0.4,0.84,0.8297,0.9141,0.8976,0.8097,0.7904,0.8475,0.8405,0.889,0.8975,0.8959,0.862,0.8959,0.8621
150,0.3607,0.3968,0.8382,0.8301,0.9141,0.9001,0.8076,0.8,0.8459,0.8382,0.8881,0.8801,0.8964,0.8666,0.8964,0.8667
151,0.3593,0.3993,0.8408,0.832,0.915,0.9001,0.8107,0.8014,0.8481,0.8402,0.8892,0.883,0.8966,0.865,0.8966,0.8651
152,0.3575,0.3977,0.8407,0.8289,0.9158,0.9006,0.8102,0.8115,0.8481,0.8335,0.8897,0.8567,0.8982,0.8675,0.8982,0.8675
153,0.3584,0.399,0.8401,0.8284,0.9155,0.8996,0.8109,0.7994,0.8472,0.8363,0.887,0.8768,0.8976,0.8653,0.8976,0.8654
154,0.3582,0.3965,0.8413,0.8259,0.9152,0.9006,0.8115,0.7985,0.8485,0.8335,0.889,0.8717,0.8968,0.8684,0.8968,0.8685
155,0.3582,0.3967,0.8419,0.828,0.9156,0.8996,0.811,0.8055,0.8494,0.8341,0.8915,0.8647,0.8978,0.8664,0.8978,0.8665
156,0.3564,0.3969,0.8414,0.8292,0.9166,0.8998,0.8113,0.808,0.8487,0.8349,0.8898,0.8636,0.8989,0.866,0.8989,0.8661
157,0.3589,0.3981,0.8406,0.8295,0.915,0.8996,0.81,0.8062,0.848,0.8358,0.8898,0.8675,0.8966,0.8653,0.8966,0.8653
158,0.3557,0.3994,0.8405,0.829,0.9164,0.8998,0.8108,0.7901,0.8478,0.8397,0.8882,0.896,0.8985,0.866,0.8985,0.8661
159,0.3567,0.3994,0.8416,0.8298,0.9161,0.8999,0.811,0.803,0.849,0.8371,0.8908,0.8741,0.8978,0.8658,0.8978,0.8659
160,0.355,0.396,0.842,0.8305,0.9168,0.8994,0.8118,0.7985,0.8493,0.8391,0.8904,0.8841,0.8995,0.8647,0.8995,0.8648
161,0.3563,0.4011,0.8416,0.8283,0.9164,0.8992,0.8119,0.7901,0.8488,0.8389,0.8892,0.8942,0.8987,0.8647,0.8987,0.8648
162,0.3579,0.3977,0.8407,0.8286,0.9158,0.8991,0.8106,0.7925,0.848,0.8386,0.889,0.8905,0.8981,0.864,0.8981,0.8641
163,0.3562,0.4013,0.8419,0.8291,0.9167,0.8982,0.8119,0.7972,0.8491,0.8378,0.8899,0.8827,0.9005,0.8635,0.9005,0.8636
164,0.3567,0.401,0.8414,0.8289,0.9166,0.8985,0.8118,0.7927,0.8485,0.8388,0.8887,0.8907,0.8995,0.8631,0.8995,0.8632
165,0.3562,0.401,0.8423,0.8282,0.9167,0.8998,0.812,0.7895,0.8496,0.839,0.8909,0.8951,0.8997,0.8664,0.8997,0.8665
166,0.3531,0.3983,0.8433,0.8306,0.9182,0.8995,0.8126,0.8116,0.8506,0.8356,0.8924,0.8611,0.9014,0.8658,0.9014,0.8659
167,0.3535,0.3988,0.8426,0.83,0.9181,0.9002,0.8135,0.7931,0.8496,0.84,0.8891,0.8929,0.9017,0.8657,0.9017,0.8658
168,0.3516,0.4002,0.8439,0.8306,0.9185,0.901,0.8137,0.8173,0.851,0.8341,0.8919,0.8517,0.9012,0.8675,0.9012,0.8676
169,0.351,0.4012,0.8442,0.8282,0.9194,0.9001,0.8139,0.7856,0.8513,0.8401,0.8924,0.9028,0.9025,0.8657,0.9025,0.8657
170,0.3515,0.3988,0.8435,0.8315,0.9185,0.9004,0.8134,0.7969,0.8506,0.8408,0.8914,0.8898,0.901,0.8663,0.901,0.8663
171,0.3514,0.3996,0.8445,0.8285,0.9189,0.8993,0.8154,0.796,0.8513,0.8374,0.8906,0.8834,0.902,0.8656,0.902,0.8656
