Epoch,Train Loss,Val Loss,Train Accuracy,Val Accuracy,Train AUC ROC,Val AUC ROC,Train PR,Val PR,Train F1,Val F1,Train Recall,Val Recall,Train Int AP,Val Int AP,Train AP,Val AP
13,0.5167,0.4928,0.743,0.7576,0.8169,0.8374,0.718,0.7162,0.7569,0.7788,0.8002,0.8534,0.7894,0.8113,0.7894,0.8113
14,0.5086,0.4698,0.7491,0.7725,0.8242,0.8538,0.7239,0.7272,0.7625,0.7931,0.8054,0.8721,0.7957,0.8298,0.7957,0.8299
15,0.4997,0.4726,0.7556,0.773,0.831,0.8551,0.7299,0.722,0.7685,0.7964,0.8115,0.888,0.8036,0.8277,0.8036,0.8277
16,0.4933,0.4554,0.7603,0.7838,0.8359,0.8623,0.7338,0.7456,0.7731,0.7995,0.8169,0.8618,0.8074,0.8378,0.8074,0.8378
17,0.487,0.4579,0.7648,0.7858,0.8402,0.8628,0.7376,0.7789,0.7776,0.7885,0.8222,0.7983,0.8114,0.8369,0.8114,0.8369
18,0.4804,0.4519,0.7688,0.7878,0.8451,0.8686,0.7418,0.7329,0.781,0.8102,0.8246,0.9058,0.8168,0.8427,0.8168,0.8427
19,0.474,0.4438,0.7743,0.7942,0.8499,0.8715,0.7474,0.7455,0.7859,0.8128,0.8287,0.8935,0.8213,0.8477,0.8213,0.8477
20,0.4669,0.4371,0.7786,0.7977,0.8548,0.8755,0.7516,0.7563,0.7898,0.8128,0.8321,0.8784,0.8278,0.8514,0.8278,0.8514
21,0.4627,0.4306,0.7823,0.8039,0.8575,0.8806,0.7554,0.7544,0.7932,0.8213,0.835,0.901,0.8296,0.8555,0.8296,0.8556
22,0.4579,0.4267,0.785,0.8079,0.8608,0.8825,0.7571,0.7614,0.796,0.8236,0.8392,0.8968,0.8335,0.8571,0.8335,0.8572
23,0.4526,0.415,0.7881,0.8139,0.864,0.8865,0.7607,0.789,0.7987,0.8215,0.8407,0.8569,0.837,0.8615,0.837,0.8615
24,0.4476,0.4237,0.7909,0.809,0.8674,0.8828,0.7626,0.7761,0.8016,0.8198,0.8447,0.8686,0.8405,0.8549,0.8405,0.8549
25,0.4438,0.4121,0.7936,0.8134,0.8697,0.8884,0.7654,0.7812,0.804,0.8235,0.8468,0.8706,0.8432,0.8617,0.8432,0.8617
26,0.4392,0.4011,0.7963,0.8206,0.8726,0.8943,0.7682,0.7847,0.8065,0.8312,0.8488,0.8835,0.8466,0.8692,0.8466,0.8692
27,0.4367,0.4098,0.7985,0.8138,0.8745,0.8927,0.7704,0.7626,0.8084,0.8304,0.8504,0.9114,0.8478,0.8675,0.8478,0.8675
28,0.4343,0.3969,0.8007,0.8241,0.8756,0.8977,0.7728,0.7794,0.8104,0.8371,0.8518,0.9041,0.8483,0.8722,0.8483,0.8723
29,0.4295,0.3989,0.8037,0.8218,0.8783,0.8954,0.775,0.8011,0.8134,0.8277,0.856,0.8562,0.8522,0.8693,0.8522,0.8693
30,0.4265,0.3934,0.8056,0.8271,0.8802,0.8993,0.7775,0.8137,0.815,0.8308,0.8564,0.8486,0.8543,0.8739,0.8543,0.8739
31,0.4237,0.3986,0.8067,0.8254,0.8819,0.8974,0.778,0.7826,0.8162,0.8377,0.8584,0.901,0.856,0.8723,0.856,0.8723
32,0.4218,0.3954,0.8089,0.8269,0.8828,0.896,0.7798,0.7972,0.8183,0.8351,0.8608,0.8767,0.857,0.8669,0.857,0.867
33,0.4192,0.3924,0.8104,0.8281,0.8844,0.9019,0.7816,0.7839,0.8196,0.8405,0.8615,0.9058,0.8585,0.8775,0.8585,0.8775
34,0.4171,0.3951,0.8106,0.828,0.886,0.9037,0.7821,0.7755,0.8197,0.8429,0.861,0.9231,0.8607,0.8793,0.8607,0.8793
35,0.4143,0.3883,0.8117,0.8307,0.8869,0.9017,0.7831,0.8033,0.8207,0.838,0.8621,0.8759,0.8622,0.8762,0.8622,0.8763
36,0.4114,0.3768,0.8139,0.8351,0.8886,0.9061,0.7848,0.8071,0.8229,0.8422,0.8649,0.8805,0.863,0.8802,0.863,0.8802
37,0.4106,0.388,0.8143,0.8316,0.8894,0.9032,0.7854,0.7884,0.8232,0.8433,0.8649,0.9065,0.8645,0.8771,0.8645,0.8771
38,0.4095,0.378,0.8166,0.8366,0.8901,0.9081,0.7877,0.794,0.8254,0.8476,0.8667,0.909,0.8652,0.8842,0.8652,0.8843
39,0.4065,0.3699,0.8183,0.8408,0.8913,0.9094,0.7889,0.8054,0.8271,0.8495,0.8692,0.8988,0.8661,0.8848,0.8661,0.8848
40,0.4043,0.3804,0.8192,0.8352,0.893,0.9072,0.7896,0.8183,0.828,0.8395,0.8704,0.8618,0.8683,0.8825,0.8684,0.8825
41,0.4021,0.3746,0.8195,0.8379,0.8939,0.9072,0.79,0.806,0.8283,0.846,0.8704,0.8901,0.8694,0.8824,0.8694,0.8824
42,0.4006,0.3737,0.8213,0.8388,0.8947,0.9096,0.7917,0.7955,0.8299,0.8498,0.872,0.9119,0.8693,0.8852,0.8693,0.8852
43,0.4,0.3702,0.8213,0.8416,0.895,0.9118,0.7921,0.8094,0.8299,0.8494,0.8714,0.8936,0.8705,0.8866,0.8705,0.8866
44,0.3979,0.3792,0.8226,0.8378,0.8961,0.91,0.7926,0.7902,0.8312,0.8501,0.8738,0.9198,0.8717,0.8848,0.8717,0.8849
45,0.3975,0.3624,0.8232,0.8457,0.8962,0.9138,0.7932,0.8114,0.8318,0.8537,0.8743,0.9007,0.872,0.8898,0.872,0.8898
46,0.3945,0.367,0.825,0.8417,0.898,0.9122,0.7955,0.8038,0.8333,0.851,0.8749,0.9041,0.8734,0.8883,0.8734,0.8883
47,0.393,0.3643,0.8251,0.8453,0.8986,0.914,0.7954,0.8112,0.8334,0.8533,0.8753,0.9,0.8748,0.8904,0.8748,0.8904
48,0.3926,0.3696,0.8264,0.8431,0.8989,0.9124,0.7969,0.8022,0.8347,0.8531,0.8762,0.9107,0.8751,0.889,0.8751,0.8891
49,0.3906,0.3656,0.8273,0.8465,0.8999,0.9135,0.7975,0.8169,0.8355,0.8533,0.8774,0.8932,0.875,0.8891,0.875,0.8891
50,0.387,0.3619,0.8289,0.8503,0.9017,0.9165,0.7996,0.8109,0.8369,0.8592,0.8778,0.9136,0.8779,0.8914,0.8779,0.8914
51,0.3862,0.3597,0.8295,0.8485,0.9019,0.9153,0.7995,0.8152,0.8376,0.8561,0.8795,0.9013,0.8786,0.89,0.8786,0.89
52,0.3867,0.3603,0.8294,0.8449,0.902,0.9165,0.7996,0.8312,0.8375,0.848,0.8792,0.8656,0.878,0.8919,0.878,0.8919
53,0.3835,0.3559,0.8314,0.8481,0.9035,0.9172,0.8011,0.8259,0.8394,0.8531,0.8816,0.8821,0.8796,0.8933,0.8796,0.8933
54,0.3829,0.3554,0.8318,0.8462,0.9039,0.9177,0.8016,0.8291,0.8398,0.8501,0.8818,0.8722,0.8803,0.8949,0.8803,0.8949
55,0.3818,0.3541,0.8324,0.8502,0.9042,0.9179,0.802,0.8182,0.8405,0.8574,0.8829,0.9005,0.8801,0.8948,0.8801,0.8949
56,0.3792,0.3494,0.8336,0.8538,0.9056,0.9201,0.8033,0.8169,0.8416,0.8618,0.8836,0.912,0.882,0.8971,0.882,0.8971
57,0.3809,0.3491,0.8325,0.8525,0.9046,0.9209,0.8026,0.8289,0.8404,0.8576,0.882,0.8883,0.8813,0.8979,0.8813,0.8979
58,0.3778,0.3509,0.8344,0.8524,0.906,0.9194,0.8045,0.8249,0.8421,0.8584,0.8834,0.8948,0.8823,0.8981,0.8823,0.8981
59,0.3759,0.3525,0.8353,0.8524,0.9072,0.9184,0.8052,0.8268,0.843,0.8579,0.8846,0.8914,0.8839,0.8928,0.8839,0.8928
60,0.3763,0.3524,0.8357,0.8518,0.907,0.9198,0.8058,0.811,0.8434,0.861,0.8848,0.9175,0.8835,0.8971,0.8835,0.8971
61,0.375,0.3497,0.8364,0.8539,0.9077,0.9204,0.8065,0.8257,0.8439,0.8599,0.885,0.8971,0.8839,0.8977,0.8839,0.8977
62,0.3757,0.3493,0.8359,0.8544,0.9072,0.9204,0.806,0.8225,0.8436,0.8613,0.8849,0.904,0.8835,0.8967,0.8835,0.8967
63,0.3723,0.3532,0.8371,0.8534,0.9092,0.9188,0.8073,0.8242,0.8446,0.8597,0.8857,0.8985,0.8864,0.8964,0.8864,0.8964
64,0.3718,0.3495,0.8383,0.8534,0.9088,0.9195,0.8084,0.8167,0.8458,0.8614,0.8868,0.9113,0.8857,0.8942,0.8857,0.8942
65,0.3712,0.3474,0.8382,0.8526,0.9094,0.9201,0.8084,0.8269,0.8456,0.8581,0.8864,0.8918,0.8864,0.8966,0.8864,0.8966
66,0.3699,0.3434,0.8396,0.8594,0.9101,0.9225,0.8097,0.822,0.847,0.8671,0.8878,0.9175,0.8869,0.8985,0.8869,0.8985
67,0.369,0.35,0.8392,0.8527,0.9101,0.921,0.8089,0.8335,0.8467,0.8568,0.8883,0.8815,0.8874,0.8973,0.8874,0.8973
68,0.3687,0.3385,0.8396,0.8582,0.9107,0.9236,0.8096,0.8292,0.847,0.8641,0.8881,0.9022,0.8881,0.9004,0.8881,0.9004
69,0.3667,0.3473,0.841,0.8559,0.9119,0.9225,0.8114,0.8136,0.8482,0.865,0.8886,0.9234,0.8893,0.899,0.8893,0.8991
70,0.367,0.3398,0.841,0.8576,0.9113,0.9237,0.8113,0.8344,0.8483,0.8624,0.8888,0.8924,0.8888,0.8992,0.8888,0.8992
71,0.3413,0.3318,0.8552,0.8652,0.9226,0.9292,0.824,0.8314,0.8618,0.8717,0.9033,0.9161,0.9013,0.9064,0.9013,0.9064
72,0.3363,0.3251,0.8572,0.8689,0.9247,0.9307,0.826,0.8322,0.8637,0.8758,0.9051,0.9242,0.9036,0.9079,0.9036,0.9079
73,0.3347,0.3281,0.8585,0.8683,0.9256,0.9298,0.8271,0.8352,0.865,0.8745,0.9064,0.9178,0.9055,0.9065,0.9055,0.9065
74,0.331,0.3224,0.8603,0.8695,0.927,0.9312,0.8289,0.8353,0.8667,0.8758,0.9081,0.9204,0.9068,0.9081,0.9068,0.9081
75,0.3306,0.3207,0.8621,0.8704,0.9271,0.9323,0.8306,0.8412,0.8683,0.8757,0.9097,0.9131,0.9066,0.909,0.9066,0.909
76,0.3287,0.3186,0.8617,0.874,0.928,0.9325,0.8301,0.8503,0.868,0.8781,0.9096,0.9079,0.9086,0.9093,0.9086,0.9093
77,0.3284,0.3185,0.8618,0.872,0.9279,0.9328,0.8306,0.8445,0.868,0.877,0.909,0.912,0.9079,0.9093,0.9079,0.9093
78,0.3267,0.3243,0.8614,0.8726,0.9285,0.9323,0.83,0.8364,0.8677,0.8791,0.9091,0.9265,0.9088,0.908,0.9088,0.908
79,0.3275,0.3176,0.8616,0.8723,0.9282,0.9331,0.83,0.8474,0.8679,0.8767,0.9094,0.908,0.9082,0.91,0.9082,0.91
80,0.3255,0.3185,0.8634,0.8718,0.9291,0.9327,0.832,0.8412,0.8696,0.8773,0.9107,0.9167,0.9093,0.9098,0.9093,0.9098
81,0.3239,0.319,0.8642,0.8723,0.9297,0.9332,0.833,0.8401,0.8703,0.8781,0.9111,0.9197,0.9097,0.9101,0.9097,0.9101
82,0.3236,0.3153,0.864,0.874,0.9299,0.9337,0.8326,0.8492,0.8701,0.8783,0.9112,0.9095,0.9102,0.91,0.9102,0.91
83,0.323,0.3213,0.8652,0.8707,0.9304,0.932,0.8347,0.8407,0.8711,0.8762,0.9107,0.9148,0.9107,0.9088,0.9107,0.9088
84,0.3222,0.3211,0.8649,0.8725,0.9307,0.9326,0.8339,0.8478,0.8709,0.8769,0.9114,0.908,0.9113,0.9093,0.9113,0.9094
85,0.3214,0.3175,0.8652,0.8763,0.931,0.9343,0.8345,0.8424,0.8712,0.8822,0.9112,0.9258,0.9119,0.9118,0.9119,0.9118
86,0.3203,0.3167,0.8661,0.8745,0.9314,0.9333,0.835,0.8464,0.872,0.8794,0.9124,0.9151,0.9123,0.9101,0.9123,0.9101
87,0.3201,0.3149,0.8653,0.8736,0.9315,0.9341,0.8344,0.8411,0.8713,0.8793,0.9115,0.9211,0.9125,0.9111,0.9125,0.9111
88,0.3195,0.3133,0.8662,0.8761,0.9319,0.9351,0.8353,0.8431,0.8722,0.8818,0.9124,0.9243,0.9134,0.9127,0.9134,0.9127
89,0.3178,0.3145,0.8666,0.8731,0.9325,0.9345,0.836,0.8531,0.8724,0.8766,0.9122,0.9015,0.9141,0.9113,0.9141,0.9113
90,0.3177,0.318,0.8672,0.8764,0.9325,0.9346,0.8368,0.8349,0.873,0.8836,0.9124,0.9385,0.9131,0.9103,0.9131,0.9103
91,0.317,0.3148,0.8675,0.8757,0.9326,0.9347,0.8367,0.8524,0.8733,0.8797,0.9133,0.9087,0.9139,0.9107,0.9139,0.9107
92,0.3148,0.3129,0.8687,0.8756,0.9338,0.9346,0.8382,0.8457,0.8744,0.8808,0.9138,0.919,0.9154,0.9121,0.9154,0.9121
93,0.3169,0.3155,0.8679,0.8772,0.9328,0.9347,0.8371,0.844,0.8737,0.8829,0.9136,0.9255,0.9142,0.9124,0.9142,0.9125
94,0.3148,0.3111,0.8682,0.8748,0.9339,0.9349,0.8372,0.8489,0.874,0.8793,0.9143,0.9119,0.9151,0.9101,0.9151,0.9102
95,0.3138,0.3156,0.8697,0.8777,0.9337,0.9348,0.8383,0.8414,0.8754,0.8838,0.916,0.9308,0.9149,0.9116,0.9149,0.9116
96,0.3143,0.3101,0.8692,0.8778,0.9338,0.9363,0.8383,0.8451,0.8749,0.8833,0.9148,0.9252,0.9152,0.9137,0.9152,0.9137
97,0.3135,0.3155,0.8694,0.8762,0.9339,0.9351,0.8381,0.8524,0.8752,0.8802,0.9157,0.91,0.9154,0.9121,0.9154,0.9121
98,0.3132,0.3162,0.87,0.877,0.9342,0.9346,0.839,0.8396,0.8757,0.8834,0.9157,0.9321,0.9159,0.9103,0.9159,0.9104
99,0.3117,0.318,0.8697,0.8719,0.9349,0.9346,0.8387,0.8578,0.8754,0.8744,0.9153,0.8917,0.9171,0.911,0.9171,0.9111
100,0.3121,0.3163,0.87,0.8772,0.9348,0.9353,0.8394,0.84,0.8756,0.8835,0.9151,0.9318,0.9163,0.9126,0.9163,0.9126
101,0.3119,0.3112,0.8705,0.8771,0.9349,0.9358,0.8394,0.8505,0.8762,0.8816,0.9163,0.915,0.9166,0.912,0.9166,0.912
102,0.3106,0.313,0.8696,0.8785,0.9355,0.936,0.8389,0.8404,0.8753,0.8849,0.9149,0.9343,0.9176,0.9129,0.9176,0.9129
103,0.3091,0.3124,0.8721,0.8801,0.9359,0.9361,0.8415,0.8513,0.8776,0.8848,0.9169,0.9212,0.9179,0.9128,0.9179,0.9128
104,0.3105,0.3125,0.8709,0.879,0.9354,0.9363,0.8399,0.8478,0.8765,0.8842,0.9164,0.9238,0.9171,0.9119,0.9171,0.9119
105,0.3086,0.319,0.8724,0.8764,0.9362,0.9356,0.8415,0.8575,0.878,0.8796,0.9177,0.9029,0.9176,0.9113,0.9176,0.9114
106,0.3067,0.3177,0.8737,0.8776,0.9369,0.9358,0.843,0.833,0.8791,0.8853,0.9185,0.9446,0.919,0.912,0.919,0.912
107,0.3089,0.3073,0.873,0.8803,0.936,0.9373,0.8419,0.8512,0.8785,0.8851,0.9183,0.9217,0.9176,0.914,0.9176,0.9141
108,0.3068,0.3083,0.873,0.8807,0.9367,0.9371,0.843,0.8495,0.8783,0.8858,0.9167,0.9253,0.9187,0.9124,0.9187,0.9124
109,0.3057,0.3141,0.8734,0.8783,0.9373,0.9369,0.8432,0.8437,0.8787,0.8841,0.9172,0.9286,0.9197,0.9143,0.9197,0.9143
110,0.3064,0.3097,0.8728,0.8804,0.9371,0.9372,0.8427,0.8498,0.8782,0.8855,0.9168,0.9242,0.9199,0.9147,0.9199,0.9147
111,0.3054,0.3065,0.8732,0.8801,0.9376,0.938,0.843,0.8485,0.8786,0.8853,0.9172,0.9254,0.9203,0.9155,0.9203,0.9155
112,0.306,0.3104,0.8734,0.8796,0.9371,0.9368,0.843,0.8447,0.8787,0.8854,0.9176,0.9302,0.92,0.9148,0.92,0.9148
113,0.3054,0.312,0.873,0.879,0.9375,0.9366,0.8421,0.8407,0.8785,0.8854,0.9182,0.9351,0.92,0.9132,0.92,0.9132
114,0.3048,0.3054,0.8743,0.8827,0.9377,0.9381,0.8442,0.8505,0.8795,0.8879,0.9179,0.9288,0.9203,0.9155,0.9203,0.9155
115,0.3063,0.306,0.8731,0.882,0.9372,0.9375,0.8428,0.8508,0.8785,0.887,0.9173,0.9264,0.9197,0.9142,0.9197,0.9142
116,0.305,0.3077,0.8743,0.8814,0.9377,0.938,0.8441,0.8572,0.8795,0.8852,0.9181,0.9152,0.9205,0.914,0.9205,0.914
117,0.302,0.3106,0.8748,0.8795,0.9387,0.9374,0.8446,0.8576,0.88,0.8831,0.9185,0.9101,0.9213,0.9136,0.9213,0.9137
118,0.3027,0.3093,0.8758,0.8808,0.9384,0.9373,0.8449,0.8543,0.8811,0.8851,0.9205,0.9181,0.9208,0.9141,0.9208,0.9141
119,0.3017,0.3047,0.8753,0.8825,0.9388,0.9378,0.8447,0.8543,0.8806,0.887,0.9195,0.9223,0.9216,0.9136,0.9216,0.9136
120,0.3014,0.3019,0.8752,0.8822,0.9392,0.9388,0.8449,0.8574,0.8804,0.8862,0.9191,0.9169,0.9225,0.9167,0.9225,0.9167
121,0.3,0.3061,0.8761,0.8824,0.9395,0.9389,0.846,0.8446,0.8812,0.8885,0.9195,0.9372,0.9219,0.9153,0.9219,0.9153
122,0.3023,0.3011,0.8757,0.8836,0.9386,0.9388,0.8454,0.8523,0.881,0.8885,0.9196,0.9279,0.9217,0.9154,0.9217,0.9154
123,0.299,0.3089,0.8762,0.8811,0.9399,0.9377,0.8464,0.8511,0.8813,0.886,0.9193,0.9239,0.9231,0.9142,0.9231,0.9143
124,0.3003,0.3034,0.8754,0.884,0.9396,0.9395,0.8451,0.8481,0.8806,0.8896,0.9193,0.9355,0.9231,0.9167,0.9231,0.9167
125,0.299,0.3076,0.8765,0.884,0.9401,0.9386,0.847,0.8577,0.8816,0.8882,0.9191,0.9208,0.9236,0.914,0.9236,0.914
126,0.299,0.3086,0.8769,0.882,0.94,0.9387,0.847,0.8508,0.882,0.887,0.9199,0.9264,0.9236,0.9163,0.9236,0.9163
127,0.2987,0.3093,0.8763,0.8817,0.9399,0.9384,0.8463,0.8593,0.8815,0.8853,0.9197,0.9129,0.9233,0.9157,0.9233,0.9157
128,0.2972,0.3086,0.8772,0.883,0.9407,0.938,0.8472,0.8541,0.8822,0.8876,0.9203,0.9239,0.9244,0.9135,0.9244,0.9135
129,0.2971,0.3041,0.8772,0.8829,0.9406,0.9389,0.8471,0.8579,0.8823,0.8868,0.9205,0.9178,0.9241,0.9154,0.9241,0.9154
130,0.2967,0.3062,0.8777,0.8824,0.9407,0.9384,0.8482,0.8535,0.8827,0.887,0.9201,0.9233,0.9239,0.9153,0.9239,0.9153
131,0.2964,0.3022,0.8782,0.8834,0.9409,0.9398,0.8488,0.8583,0.8832,0.8873,0.9204,0.9184,0.9243,0.9163,0.9243,0.9164
132,0.2963,0.309,0.8775,0.8845,0.941,0.9386,0.848,0.8487,0.8825,0.8901,0.9199,0.9357,0.9252,0.9141,0.9252,0.9141
133,0.2963,0.3055,0.8782,0.8835,0.941,0.9395,0.8481,0.8603,0.8832,0.8871,0.9214,0.9156,0.9245,0.9159,0.9245,0.9159
134,0.2956,0.3061,0.8779,0.8843,0.9412,0.9387,0.8478,0.8562,0.883,0.8887,0.9211,0.9239,0.9247,0.9146,0.9247,0.9146
135,0.2953,0.3013,0.8786,0.8843,0.9414,0.9396,0.8486,0.8548,0.8836,0.8889,0.9216,0.926,0.9252,0.9155,0.9252,0.9156
136,0.2939,0.3061,0.8781,0.8829,0.942,0.9391,0.8479,0.8552,0.8832,0.8873,0.9216,0.9219,0.9259,0.9159,0.9259,0.9159
137,0.2949,0.2987,0.8792,0.8861,0.9416,0.9404,0.8497,0.8566,0.8841,0.8906,0.9215,0.9274,0.9249,0.9178,0.925,0.9178
138,0.2941,0.3054,0.8785,0.8829,0.942,0.9402,0.8488,0.8663,0.8835,0.8855,0.9212,0.9056,0.9262,0.9173,0.9262,0.9173
139,0.2942,0.3026,0.8791,0.8867,0.9417,0.9393,0.8494,0.8625,0.8841,0.8903,0.9217,0.92,0.9256,0.9152,0.9256,0.9152
140,0.2922,0.3036,0.88,0.8867,0.9426,0.9399,0.8504,0.8545,0.8848,0.8916,0.9221,0.9322,0.9264,0.9165,0.9264,0.9165
141,0.2766,0.2963,0.8877,0.8894,0.9481,0.9424,0.8577,0.8571,0.8922,0.8941,0.9297,0.9345,0.9335,0.9201,0.9335,0.9202
142,0.2733,0.2966,0.8896,0.8899,0.9493,0.9423,0.8597,0.8583,0.894,0.8946,0.9311,0.934,0.9352,0.9197,0.9352,0.9197
143,0.2712,0.2971,0.8902,0.8892,0.9499,0.9426,0.8602,0.861,0.8945,0.8934,0.9318,0.9283,0.9353,0.9195,0.9353,0.9195
144,0.2719,0.2954,0.8899,0.8908,0.9495,0.9428,0.8599,0.8642,0.8943,0.8947,0.9316,0.9274,0.9353,0.9199,0.9353,0.9199
145,0.2699,0.2962,0.8906,0.8912,0.9504,0.9425,0.8607,0.8591,0.8949,0.8959,0.932,0.936,0.9367,0.9197,0.9367,0.9197
146,0.2686,0.2937,0.8911,0.8897,0.9509,0.9428,0.8609,0.8668,0.8955,0.893,0.933,0.9208,0.937,0.9202,0.937,0.9202
147,0.2693,0.2956,0.8911,0.8897,0.9506,0.943,0.8613,0.8656,0.8954,0.8932,0.9324,0.9226,0.9368,0.9197,0.9368,0.9198
148,0.2674,0.2934,0.8924,0.8919,0.951,0.9433,0.8625,0.8616,0.8967,0.8962,0.9336,0.9338,0.937,0.9189,0.937,0.9189
149,0.2671,0.3032,0.8925,0.8882,0.9513,0.9426,0.8627,0.87,0.8967,0.8909,0.9335,0.9128,0.9376,0.9199,0.9376,0.9199
150,0.2666,0.2934,0.8918,0.8912,0.9516,0.9433,0.8617,0.8654,0.8962,0.8949,0.9334,0.9265,0.9381,0.9202,0.9381,0.9202
151,0.2661,0.2956,0.8921,0.8913,0.9515,0.9428,0.8625,0.8612,0.8964,0.8956,0.9329,0.9329,0.9382,0.9201,0.9382,0.9201
152,0.2662,0.2946,0.8932,0.8899,0.9516,0.9436,0.8639,0.8676,0.8973,0.8931,0.9334,0.9202,0.9382,0.9203,0.9382,0.9203
153,0.2657,0.2957,0.893,0.8914,0.9517,0.9431,0.8636,0.8645,0.8972,0.8952,0.9336,0.9282,0.9384,0.9199,0.9384,0.9199
154,0.2654,0.2953,0.8924,0.8924,0.9521,0.9435,0.863,0.8636,0.8966,0.8965,0.933,0.9319,0.9393,0.9212,0.9393,0.9212
155,0.2639,0.294,0.8933,0.892,0.9524,0.9431,0.8642,0.8604,0.8974,0.8965,0.9334,0.9359,0.9391,0.9193,0.9391,0.9193
156,0.2641,0.2979,0.8934,0.8912,0.9524,0.9432,0.8643,0.8672,0.8975,0.8947,0.9334,0.924,0.9391,0.9192,0.9391,0.9192
157,0.2632,0.2985,0.8933,0.8908,0.9527,0.9439,0.8644,0.8653,0.8974,0.8945,0.933,0.9257,0.9401,0.9213,0.9401,0.9213
158,0.2643,0.2917,0.8931,0.8911,0.9524,0.9434,0.8635,0.8604,0.8973,0.8955,0.9338,0.9336,0.939,0.9201,0.939,0.9201
159,0.264,0.292,0.8936,0.8929,0.9524,0.9438,0.8644,0.8644,0.8977,0.8969,0.9336,0.932,0.9394,0.9202,0.9394,0.9202
160,0.2631,0.2921,0.894,0.8916,0.9527,0.9436,0.8646,0.8645,0.8982,0.8955,0.9345,0.9288,0.9398,0.9209,0.9398,0.9209
161,0.2637,0.2915,0.8943,0.8914,0.9523,0.9439,0.8652,0.8645,0.8983,0.8952,0.9341,0.9282,0.939,0.9208,0.939,0.9208
162,0.2631,0.2951,0.8934,0.8921,0.9529,0.9442,0.8645,0.8639,0.8974,0.8962,0.933,0.931,0.9405,0.9218,0.9405,0.9218
163,0.2622,0.2946,0.8944,0.8927,0.953,0.9438,0.8656,0.8645,0.8984,0.8967,0.9339,0.9314,0.9402,0.9215,0.9402,0.9215
164,0.2625,0.2943,0.8938,0.8908,0.953,0.9438,0.8645,0.8684,0.8979,0.894,0.934,0.9212,0.9405,0.9213,0.9405,0.9213
165,0.263,0.2945,0.8942,0.8909,0.9528,0.9442,0.8646,0.8682,0.8983,0.8941,0.9347,0.9217,0.9395,0.9212,0.9395,0.9213
166,0.2607,0.2974,0.8944,0.8908,0.9535,0.9438,0.8652,0.8648,0.8984,0.8946,0.9342,0.9265,0.941,0.9205,0.941,0.9205
167,0.261,0.2945,0.8953,0.8909,0.9534,0.9442,0.866,0.8538,0.8994,0.8964,0.9354,0.9435,0.941,0.9212,0.941,0.9213
168,0.261,0.2921,0.8949,0.8916,0.9534,0.9439,0.8661,0.8666,0.8989,0.8952,0.9343,0.9257,0.9402,0.9203,0.9402,0.9203
169,0.2601,0.2939,0.895,0.8918,0.9539,0.9438,0.8664,0.8607,0.8989,0.8963,0.934,0.9349,0.9415,0.9211,0.9415,0.9211
170,0.2606,0.2921,0.8957,0.8926,0.9535,0.9441,0.8665,0.8621,0.8997,0.8969,0.9355,0.9347,0.9407,0.9211,0.9407,0.9211
171,0.2595,0.2998,0.8955,0.8901,0.9542,0.9441,0.8664,0.8699,0.8995,0.8931,0.9352,0.9175,0.9418,0.9213,0.9418,0.9214
