Epoch,Train Loss,Val Loss,Train Accuracy,Val Accuracy,Train AUC ROC,Val AUC ROC,Train PR,Val PR,Train F1,Val F1,Train Recall,Val Recall,Train Int AP,Val Int AP,Train AP,Val AP
12,0.5257,0.5112,0.7347,0.7485,0.809,0.8328,0.7098,0.6922,0.7495,0.7806,0.794,0.8948,0.7805,0.8053,0.7805,0.8053
13,0.5153,0.5069,0.743,0.7583,0.8178,0.832,0.7174,0.7263,0.7573,0.7742,0.8019,0.829,0.789,0.7999,0.789,0.8
14,0.5048,0.487,0.753,0.7661,0.8268,0.845,0.727,0.7205,0.7663,0.788,0.81,0.8695,0.7987,0.8158,0.7987,0.8158
15,0.4979,0.4674,0.7567,0.7812,0.8321,0.8551,0.7308,0.7525,0.7696,0.7929,0.8127,0.8379,0.804,0.8264,0.804,0.8264
16,0.4882,0.4726,0.7646,0.7797,0.8396,0.8523,0.7376,0.7417,0.7773,0.7958,0.8215,0.8584,0.8113,0.8251,0.8113,0.8251
17,0.4824,0.4599,0.7678,0.7872,0.8438,0.8621,0.7407,0.7593,0.7801,0.798,0.8238,0.841,0.8168,0.8346,0.8168,0.8346
18,0.4758,0.4549,0.7726,0.7856,0.8488,0.8636,0.7457,0.7694,0.7844,0.7919,0.8274,0.8158,0.8207,0.8373,0.8207,0.8374
19,0.4697,0.4499,0.7759,0.7937,0.8523,0.8685,0.7478,0.7548,0.7879,0.8084,0.8325,0.8702,0.8249,0.8409,0.825,0.841
20,0.463,0.4415,0.7812,0.8009,0.8571,0.8735,0.7534,0.7882,0.7926,0.8052,0.8361,0.823,0.8303,0.8452,0.8303,0.8452
21,0.4566,0.4301,0.7845,0.8052,0.8612,0.8788,0.7561,0.7764,0.7958,0.8148,0.8398,0.8572,0.8338,0.8504,0.8338,0.8504
22,0.4542,0.4377,0.7873,0.7998,0.8633,0.879,0.759,0.7985,0.7983,0.8003,0.8419,0.802,0.8375,0.8513,0.8375,0.8513
23,0.4491,0.4326,0.7903,0.8072,0.8664,0.8789,0.7615,0.7828,0.8012,0.8152,0.8453,0.8503,0.8395,0.8516,0.8395,0.8517
24,0.4462,0.4214,0.794,0.8119,0.8682,0.8835,0.765,0.7877,0.8046,0.8195,0.8487,0.8538,0.8411,0.856,0.8411,0.856
25,0.4408,0.4145,0.7962,0.8185,0.8717,0.8878,0.7679,0.7802,0.8064,0.8301,0.8491,0.8867,0.8451,0.8594,0.8451,0.8595
26,0.4362,0.418,0.798,0.8147,0.8745,0.8891,0.7698,0.7706,0.8081,0.8287,0.8504,0.8962,0.8488,0.8629,0.8488,0.8629
27,0.4341,0.4155,0.7993,0.8159,0.8753,0.8878,0.7701,0.7829,0.8096,0.826,0.8534,0.8742,0.8483,0.8593,0.8483,0.8593
28,0.4313,0.4095,0.8014,0.8197,0.8776,0.8906,0.7721,0.7937,0.8115,0.8274,0.8551,0.8641,0.8512,0.8624,0.8512,0.8624
29,0.4267,0.4096,0.8051,0.817,0.8802,0.8913,0.7755,0.8007,0.8151,0.8218,0.8588,0.8439,0.8545,0.8645,0.8546,0.8645
30,0.4232,0.4026,0.8069,0.8259,0.8821,0.8957,0.7776,0.7897,0.8165,0.8361,0.8596,0.8884,0.8569,0.8677,0.8569,0.8677
31,0.4217,0.4041,0.8078,0.8239,0.8826,0.894,0.7783,0.7887,0.8175,0.834,0.8609,0.8849,0.8573,0.8642,0.8573,0.8642
32,0.42,0.4071,0.809,0.8232,0.8842,0.8948,0.7794,0.7955,0.8186,0.8311,0.8621,0.87,0.8587,0.8677,0.8587,0.8677
33,0.416,0.3963,0.8114,0.8249,0.8863,0.8986,0.7816,0.7931,0.8209,0.8339,0.8644,0.879,0.8606,0.8712,0.8606,0.8712
34,0.4146,0.4016,0.8119,0.8244,0.8872,0.8967,0.783,0.8062,0.8211,0.8294,0.8632,0.854,0.8629,0.8691,0.8629,0.8692
35,0.4134,0.3921,0.8131,0.8308,0.888,0.9008,0.784,0.7905,0.8223,0.8418,0.8644,0.9001,0.8641,0.8733,0.8641,0.8733
36,0.4095,0.3924,0.8155,0.8313,0.8901,0.9011,0.786,0.8062,0.8245,0.8379,0.867,0.8722,0.8653,0.8745,0.8653,0.8745
37,0.4081,0.3911,0.8164,0.8298,0.8906,0.9016,0.7864,0.8144,0.8255,0.8338,0.8687,0.8541,0.8659,0.8743,0.8659,0.8743
38,0.406,0.3817,0.8177,0.8354,0.8916,0.9055,0.7877,0.815,0.8268,0.8405,0.8699,0.8676,0.8675,0.8802,0.8675,0.8803
39,0.4051,0.3908,0.8182,0.8275,0.8927,0.9003,0.7891,0.8018,0.827,0.8345,0.8687,0.87,0.8683,0.8735,0.8683,0.8735
40,0.4041,0.3787,0.8191,0.8369,0.8935,0.9061,0.7895,0.8082,0.8278,0.8442,0.87,0.8836,0.8688,0.8816,0.8688,0.8817
41,0.3974,0.3836,0.8225,0.838,0.8964,0.9056,0.7922,0.8051,0.8313,0.8463,0.8744,0.892,0.873,0.8788,0.873,0.8788
42,0.3978,0.3835,0.8229,0.8372,0.8963,0.9076,0.7931,0.7935,0.8314,0.8485,0.8736,0.9118,0.8727,0.8798,0.8727,0.8798
43,0.3956,0.3795,0.8243,0.8375,0.8976,0.9078,0.7938,0.8208,0.833,0.8416,0.8762,0.8635,0.8735,0.8813,0.8735,0.8814
44,0.3941,0.3802,0.8257,0.8372,0.8984,0.9069,0.7951,0.8022,0.8344,0.8461,0.8777,0.895,0.8744,0.8798,0.8744,0.8798
45,0.3923,0.384,0.8256,0.8385,0.8991,0.9073,0.7953,0.7979,0.8341,0.8488,0.8768,0.9066,0.8759,0.8795,0.876,0.8796
46,0.3922,0.3748,0.8263,0.8404,0.8993,0.9089,0.7967,0.809,0.8346,0.8481,0.8762,0.8913,0.8758,0.883,0.8758,0.883
47,0.3886,0.3794,0.829,0.8384,0.9012,0.9089,0.7991,0.7954,0.8372,0.8494,0.8791,0.9113,0.8775,0.8821,0.8775,0.8822
48,0.3899,0.3791,0.8279,0.8411,0.9002,0.9082,0.7975,0.8104,0.8363,0.8486,0.8791,0.8905,0.8769,0.8803,0.8769,0.8803
49,0.3873,0.3873,0.8292,0.8334,0.9018,0.908,0.7988,0.8313,0.8375,0.8339,0.88,0.8365,0.8785,0.8813,0.8785,0.8813
50,0.3871,0.3772,0.8288,0.8401,0.9018,0.9094,0.7984,0.8067,0.8371,0.8484,0.8798,0.8946,0.8785,0.8832,0.8785,0.8832
51,0.3866,0.3681,0.8294,0.8446,0.9021,0.9123,0.7992,0.8138,0.8376,0.8519,0.8797,0.8937,0.8785,0.8867,0.8785,0.8867
52,0.3832,0.3765,0.8311,0.8402,0.9036,0.9101,0.8002,0.814,0.8393,0.8465,0.8824,0.8818,0.8799,0.8845,0.8799,0.8845
53,0.3833,0.3712,0.8315,0.8458,0.9037,0.9121,0.8017,0.805,0.8394,0.8555,0.8809,0.9127,0.8806,0.8854,0.8806,0.8855
54,0.3813,0.3693,0.8323,0.8425,0.9046,0.9131,0.8011,0.8286,0.8406,0.8457,0.8841,0.8635,0.8816,0.8878,0.8816,0.8878
55,0.3819,0.3646,0.8322,0.8469,0.9045,0.9135,0.8009,0.8148,0.8405,0.8544,0.8841,0.898,0.8808,0.8876,0.8808,0.8876
56,0.3794,0.3723,0.8342,0.8472,0.9055,0.9131,0.8039,0.8108,0.8421,0.8556,0.8842,0.9058,0.8827,0.8858,0.8827,0.8859
57,0.3786,0.369,0.8344,0.8471,0.9059,0.9142,0.8043,0.8276,0.8422,0.8516,0.8839,0.8769,0.8834,0.8884,0.8834,0.8885
58,0.3772,0.3709,0.8355,0.8467,0.9069,0.9132,0.8048,0.8041,0.8433,0.8567,0.8857,0.9168,0.8837,0.8869,0.8837,0.8869
59,0.3763,0.3668,0.8356,0.8455,0.9071,0.9134,0.8048,0.8207,0.8435,0.8512,0.8861,0.884,0.8838,0.8868,0.8838,0.8868
60,0.3744,0.3649,0.8369,0.8454,0.9082,0.916,0.8064,0.8319,0.8446,0.8485,0.8867,0.8657,0.8858,0.8928,0.8858,0.8928
61,0.3749,0.3638,0.8369,0.8496,0.9077,0.9155,0.8069,0.8077,0.8445,0.8592,0.8857,0.9176,0.8852,0.8898,0.8852,0.8898
62,0.3732,0.3655,0.8381,0.8483,0.9088,0.9141,0.8077,0.8111,0.8457,0.8568,0.8874,0.908,0.8858,0.8884,0.8858,0.8885
63,0.3716,0.3706,0.8377,0.8456,0.9094,0.9154,0.8073,0.8308,0.8454,0.849,0.8872,0.868,0.887,0.8901,0.887,0.8901
64,0.3709,0.3598,0.8381,0.8518,0.9099,0.9172,0.8079,0.8285,0.8457,0.8568,0.8871,0.8872,0.8876,0.8919,0.8876,0.8919
65,0.3711,0.3588,0.8382,0.8513,0.9097,0.9175,0.8077,0.8203,0.8458,0.8582,0.8877,0.8997,0.8861,0.8923,0.8861,0.8924
66,0.3701,0.3613,0.8396,0.8494,0.9102,0.9155,0.8092,0.8255,0.8472,0.8548,0.8889,0.8863,0.8878,0.8897,0.8878,0.8897
67,0.3684,0.3559,0.8405,0.8535,0.9111,0.9193,0.8103,0.8356,0.8479,0.8573,0.8891,0.8803,0.8884,0.8939,0.8884,0.8939
68,0.3673,0.3559,0.8411,0.8519,0.9116,0.9184,0.8108,0.8334,0.8485,0.8559,0.8899,0.8796,0.8896,0.8932,0.8896,0.8932
69,0.3677,0.3593,0.841,0.8523,0.9116,0.9187,0.8108,0.8062,0.8484,0.8626,0.8897,0.9274,0.8898,0.8929,0.8898,0.8929
70,0.3653,0.3582,0.8412,0.8555,0.9125,0.9187,0.8106,0.83,0.8487,0.8609,0.8905,0.8941,0.8907,0.8926,0.8907,0.8926
71,0.3404,0.3502,0.8564,0.862,0.9234,0.9239,0.8247,0.8339,0.8631,0.8675,0.9052,0.904,0.9026,0.8982,0.9026,0.8982
72,0.3343,0.3346,0.8587,0.8676,0.926,0.9266,0.8277,0.8345,0.8651,0.8738,0.9061,0.917,0.9056,0.9015,0.9056,0.9015
73,0.3331,0.3357,0.8601,0.8676,0.9264,0.927,0.8285,0.8294,0.8665,0.8748,0.9082,0.9255,0.9054,0.9011,0.9054,0.9012
74,0.3309,0.3352,0.8601,0.8677,0.9273,0.9254,0.8284,0.8339,0.8665,0.8741,0.9084,0.9183,0.9072,0.8986,0.9072,0.8986
75,0.3294,0.3399,0.8612,0.8651,0.9278,0.9277,0.8294,0.8514,0.8676,0.8676,0.9094,0.8844,0.9081,0.9021,0.9081,0.9022
76,0.3268,0.3388,0.8623,0.864,0.929,0.9271,0.8307,0.8444,0.8686,0.8678,0.91,0.8925,0.9092,0.9022,0.9092,0.9022
77,0.3299,0.3332,0.8605,0.8688,0.9276,0.9285,0.8293,0.8342,0.8668,0.8753,0.9078,0.9207,0.9079,0.9035,0.9079,0.9035
78,0.3254,0.3344,0.8628,0.868,0.9296,0.9287,0.8312,0.84,0.869,0.8732,0.9104,0.9092,0.91,0.9049,0.91,0.9049
79,0.3257,0.34,0.8631,0.8663,0.9294,0.9261,0.8316,0.8352,0.8693,0.8723,0.9106,0.9128,0.9098,0.9009,0.9098,0.9009
80,0.3242,0.3331,0.8635,0.8694,0.9299,0.9283,0.8322,0.8373,0.8696,0.8753,0.9105,0.917,0.9102,0.9042,0.9102,0.9042
81,0.3231,0.3388,0.8638,0.8679,0.9303,0.9277,0.8321,0.8437,0.87,0.8724,0.9115,0.9032,0.9115,0.904,0.9115,0.904
82,0.3224,0.3299,0.8642,0.8712,0.9306,0.929,0.8326,0.8417,0.8703,0.8765,0.9115,0.9144,0.9115,0.9039,0.9115,0.9039
83,0.3231,0.3285,0.864,0.8705,0.9303,0.9298,0.8325,0.8447,0.8701,0.8751,0.9112,0.9078,0.9109,0.9045,0.9109,0.9045
84,0.3224,0.3325,0.8646,0.868,0.9305,0.9288,0.8331,0.8438,0.8707,0.8725,0.912,0.9032,0.9113,0.9047,0.9113,0.9047
85,0.3225,0.3339,0.8645,0.8703,0.9309,0.9298,0.8333,0.8456,0.8705,0.8748,0.9113,0.9061,0.912,0.9047,0.912,0.9047
86,0.3198,0.3347,0.8656,0.8653,0.9317,0.9299,0.8337,0.8531,0.8717,0.8676,0.9133,0.8827,0.9129,0.9056,0.9129,0.9056
87,0.3188,0.33,0.8663,0.871,0.9323,0.9303,0.8352,0.8398,0.8722,0.8766,0.9126,0.9168,0.9141,0.9056,0.9141,0.9056
88,0.3178,0.3307,0.8673,0.8705,0.9328,0.9303,0.8358,0.851,0.8732,0.874,0.9141,0.8983,0.9142,0.9055,0.9142,0.9055
89,0.3187,0.3352,0.8671,0.8707,0.9322,0.9295,0.8356,0.8487,0.873,0.8747,0.9139,0.9023,0.914,0.9048,0.914,0.9048
90,0.3168,0.3301,0.8678,0.8722,0.933,0.9311,0.8367,0.8283,0.8737,0.8802,0.914,0.9391,0.9152,0.9071,0.9152,0.9071
91,0.3177,0.3332,0.8664,0.8694,0.9328,0.9299,0.8348,0.8347,0.8724,0.8758,0.9136,0.9212,0.9147,0.9051,0.9147,0.9051
92,0.3151,0.3258,0.8679,0.8735,0.9338,0.9309,0.8368,0.8452,0.8738,0.8784,0.9141,0.9144,0.9156,0.905,0.9156,0.905
93,0.3154,0.3276,0.8684,0.8751,0.9335,0.9309,0.8369,0.8362,0.8743,0.882,0.9153,0.933,0.915,0.9057,0.915,0.9058
94,0.3141,0.3297,0.8685,0.8713,0.9342,0.9303,0.8372,0.8447,0.8743,0.8761,0.9148,0.91,0.9168,0.9058,0.9168,0.9058
95,0.3138,0.3259,0.8688,0.8754,0.9343,0.9316,0.8374,0.8406,0.8746,0.8815,0.9153,0.9265,0.9161,0.9068,0.9161,0.9068
96,0.3135,0.3302,0.8693,0.874,0.9344,0.9313,0.838,0.8403,0.8751,0.8799,0.9157,0.9234,0.9162,0.9082,0.9162,0.9082
97,0.3129,0.328,0.8702,0.8734,0.9349,0.9311,0.8391,0.8438,0.8759,0.8787,0.9161,0.9166,0.9171,0.9065,0.9171,0.9065
98,0.312,0.3272,0.8705,0.8755,0.9351,0.9317,0.84,0.84,0.876,0.8816,0.9152,0.9276,0.9171,0.9065,0.9171,0.9065
99,0.3109,0.325,0.8708,0.876,0.9354,0.9321,0.8395,0.8457,0.8764,0.8812,0.9168,0.9199,0.9175,0.9065,0.9175,0.9065
100,0.3103,0.3291,0.8705,0.873,0.9359,0.9319,0.8399,0.8574,0.8761,0.8757,0.9155,0.8949,0.9183,0.906,0.9183,0.906
101,0.3099,0.3297,0.8709,0.8745,0.936,0.9308,0.8395,0.8445,0.8766,0.8797,0.9171,0.918,0.9187,0.9046,0.9187,0.9046
102,0.3096,0.3342,0.8714,0.8672,0.9361,0.9315,0.8408,0.8587,0.8769,0.8687,0.9162,0.879,0.9185,0.907,0.9185,0.907
103,0.3092,0.3336,0.8712,0.8738,0.9362,0.9316,0.8407,0.8522,0.8767,0.8775,0.9161,0.9044,0.919,0.9061,0.919,0.9061
104,0.3078,0.3251,0.8725,0.8747,0.9368,0.9316,0.8416,0.8448,0.878,0.8799,0.9177,0.918,0.9192,0.9058,0.9192,0.9058
105,0.308,0.3222,0.872,0.8771,0.9366,0.9334,0.8407,0.8497,0.8776,0.8817,0.9178,0.9163,0.9191,0.9085,0.9191,0.9085
106,0.3073,0.3233,0.8724,0.8785,0.9371,0.9331,0.842,0.8455,0.8778,0.884,0.9168,0.9262,0.9202,0.9082,0.9202,0.9082
107,0.3061,0.3229,0.8729,0.877,0.9372,0.9328,0.8421,0.843,0.8784,0.8828,0.9179,0.9265,0.9196,0.9087,0.9196,0.9087
108,0.3058,0.3219,0.8729,0.8761,0.9374,0.9324,0.8422,0.8433,0.8784,0.8818,0.9177,0.9241,0.9199,0.9079,0.9199,0.9079
109,0.3055,0.322,0.8732,0.8767,0.9375,0.9331,0.8426,0.8457,0.8786,0.882,0.9179,0.9216,0.9206,0.9086,0.9206,0.9086
110,0.3053,0.3281,0.8733,0.8736,0.9376,0.9323,0.8429,0.8547,0.8786,0.8768,0.9176,0.9001,0.9205,0.9066,0.9205,0.9066
111,0.3042,0.3197,0.8746,0.8775,0.9381,0.9334,0.844,0.8524,0.8799,0.8817,0.9191,0.9131,0.9213,0.9085,0.9213,0.9085
112,0.3029,0.3192,0.875,0.8758,0.9386,0.9343,0.844,0.8566,0.8804,0.879,0.9201,0.9027,0.9219,0.911,0.9219,0.911
113,0.3019,0.327,0.8749,0.8753,0.9391,0.9326,0.8443,0.8498,0.8802,0.8797,0.9193,0.9119,0.9225,0.9079,0.9225,0.9079
114,0.3032,0.3198,0.8744,0.8772,0.9384,0.9339,0.8437,0.8512,0.8797,0.8816,0.9189,0.9142,0.9218,0.9095,0.9218,0.9095
115,0.3031,0.3257,0.8745,0.877,0.9385,0.9341,0.8438,0.8532,0.8798,0.881,0.9191,0.9106,0.9209,0.9099,0.9209,0.9099
116,0.3025,0.3257,0.8741,0.8756,0.9388,0.9334,0.8438,0.8491,0.8794,0.8802,0.9182,0.9137,0.9217,0.9099,0.9217,0.9099
117,0.3021,0.3183,0.8739,0.8807,0.939,0.9347,0.844,0.8474,0.8792,0.8861,0.9175,0.9285,0.9231,0.9098,0.9231,0.9098
118,0.3006,0.325,0.8758,0.8785,0.9397,0.9332,0.8458,0.8517,0.881,0.883,0.9192,0.9168,0.9236,0.9072,0.9236,0.9072
119,0.3006,0.3293,0.8754,0.8768,0.9397,0.9335,0.8453,0.8516,0.8806,0.8811,0.9191,0.9127,0.9237,0.9086,0.9237,0.9086
120,0.3002,0.3285,0.8758,0.8743,0.9398,0.9331,0.846,0.857,0.881,0.8773,0.919,0.8985,0.9237,0.9082,0.9237,0.9083
121,0.3002,0.3263,0.8759,0.8775,0.9399,0.9338,0.8457,0.844,0.8811,0.8832,0.9196,0.9261,0.9233,0.9083,0.9233,0.9083
122,0.2984,0.3194,0.8765,0.8781,0.9403,0.9345,0.8461,0.8544,0.8817,0.882,0.9205,0.9115,0.9237,0.9094,0.9237,0.9094
123,0.2985,0.3176,0.8765,0.8784,0.9403,0.9345,0.846,0.85,0.8817,0.8831,0.9205,0.919,0.9234,0.9102,0.9234,0.9102
124,0.2982,0.3173,0.8768,0.8805,0.9405,0.9355,0.8465,0.8518,0.882,0.8852,0.9206,0.9214,0.9243,0.9109,0.9243,0.9109
125,0.2992,0.323,0.8761,0.8768,0.94,0.9336,0.8455,0.8557,0.8813,0.8804,0.9203,0.9065,0.9237,0.9098,0.9237,0.9098
126,0.2983,0.3161,0.8763,0.8791,0.9404,0.9343,0.846,0.8527,0.8815,0.8835,0.9201,0.9166,0.9247,0.9089,0.9247,0.9089
127,0.2975,0.317,0.8766,0.8806,0.9407,0.9342,0.8464,0.8534,0.8818,0.885,0.9202,0.9191,0.9241,0.9092,0.9241,0.9092
128,0.2968,0.318,0.8778,0.88,0.9409,0.935,0.847,0.8557,0.883,0.8839,0.9223,0.9142,0.9248,0.9098,0.9248,0.9098
129,0.2965,0.3225,0.8764,0.8767,0.9412,0.9343,0.8464,0.8536,0.8815,0.8806,0.9197,0.9094,0.9251,0.9093,0.9251,0.9093
130,0.2959,0.3201,0.8777,0.8796,0.9413,0.9352,0.8476,0.853,0.8828,0.884,0.921,0.9173,0.9254,0.9102,0.9254,0.9102
131,0.2951,0.3184,0.8771,0.8791,0.9416,0.9345,0.8469,0.8517,0.8823,0.8836,0.9208,0.918,0.9263,0.9092,0.9263,0.9092
132,0.2954,0.3132,0.8781,0.8824,0.9416,0.9352,0.8479,0.8514,0.8832,0.8874,0.9215,0.9266,0.9258,0.9099,0.9258,0.9099
133,0.2947,0.3173,0.8783,0.8791,0.9417,0.9351,0.8486,0.8564,0.8833,0.8829,0.9209,0.9111,0.9261,0.9105,0.9261,0.9105
134,0.2931,0.3184,0.8792,0.8803,0.9424,0.9353,0.8486,0.8533,0.8842,0.8848,0.9229,0.9187,0.9271,0.9107,0.9271,0.9107
135,0.2951,0.3168,0.8789,0.8796,0.9415,0.9359,0.8487,0.8599,0.8839,0.8828,0.9222,0.907,0.9253,0.912,0.9253,0.912
136,0.2935,0.3274,0.8785,0.878,0.9425,0.9344,0.8479,0.8576,0.8836,0.8814,0.9224,0.9067,0.927,0.9102,0.927,0.9102
137,0.2928,0.3177,0.8797,0.8823,0.9425,0.9353,0.8503,0.851,0.8845,0.8874,0.9216,0.927,0.9268,0.9109,0.9268,0.9109
138,0.2944,0.3206,0.8786,0.8784,0.942,0.9354,0.848,0.859,0.8837,0.8816,0.9225,0.9054,0.9264,0.9103,0.9264,0.9103
139,0.294,0.3167,0.8786,0.8803,0.942,0.936,0.8486,0.8576,0.8836,0.884,0.9217,0.9121,0.9262,0.9119,0.9262,0.9119
140,0.2923,0.318,0.8798,0.8828,0.9428,0.9355,0.8504,0.8469,0.8846,0.8886,0.9218,0.9346,0.9272,0.9103,0.9272,0.9103
141,0.2745,0.3126,0.8878,0.8847,0.9491,0.9381,0.8573,0.8595,0.8924,0.8886,0.9306,0.9198,0.9349,0.914,0.9349,0.914
142,0.2717,0.31,0.8895,0.8878,0.9497,0.9391,0.859,0.8623,0.894,0.8916,0.932,0.923,0.9355,0.9138,0.9355,0.9138
143,0.2679,0.3157,0.8918,0.8847,0.9512,0.9382,0.8618,0.86,0.8962,0.8886,0.9334,0.9191,0.9377,0.9133,0.9377,0.9133
144,0.2685,0.3111,0.8924,0.8867,0.9509,0.9388,0.8622,0.8614,0.8967,0.8905,0.9342,0.9216,0.9367,0.9145,0.9367,0.9145
145,0.269,0.3131,0.8903,0.8862,0.9508,0.9383,0.86,0.861,0.8947,0.89,0.9324,0.921,0.938,0.9134,0.938,0.9135
146,0.2669,0.3134,0.8919,0.887,0.9514,0.9387,0.8622,0.8589,0.8961,0.8912,0.9328,0.926,0.938,0.9137,0.9381,0.9137
147,0.2673,0.3116,0.8917,0.887,0.9517,0.9388,0.8617,0.8619,0.896,0.8908,0.9331,0.9217,0.9384,0.914,0.9384,0.914
148,0.2675,0.3145,0.8917,0.8845,0.9514,0.9388,0.8619,0.8709,0.896,0.8865,0.933,0.9028,0.9382,0.9139,0.9382,0.9139
149,0.2652,0.3081,0.8928,0.8873,0.9521,0.9394,0.8629,0.8598,0.8971,0.8915,0.9341,0.9256,0.9389,0.9149,0.9389,0.9149
150,0.2653,0.3131,0.8932,0.8862,0.9519,0.9393,0.8631,0.8654,0.8975,0.8894,0.9347,0.9147,0.9387,0.9145,0.9387,0.9145
151,0.2642,0.31,0.8931,0.8883,0.9525,0.9398,0.8627,0.861,0.8974,0.8924,0.9349,0.9263,0.9395,0.9141,0.9395,0.9141
152,0.2632,0.3077,0.893,0.8886,0.9528,0.94,0.8632,0.8618,0.8973,0.8926,0.9342,0.9256,0.9399,0.9154,0.9399,0.9154
153,0.2631,0.3081,0.8936,0.8877,0.953,0.9392,0.8645,0.8581,0.8977,0.8922,0.9335,0.9291,0.9404,0.9144,0.9404,0.9144
154,0.2623,0.3068,0.8936,0.8887,0.9532,0.94,0.8646,0.863,0.8977,0.8925,0.9335,0.9241,0.9407,0.9158,0.9407,0.9158
155,0.2637,0.308,0.8927,0.8879,0.9529,0.94,0.8634,0.8643,0.8968,0.8914,0.9329,0.9204,0.9408,0.9163,0.9408,0.9163
156,0.2611,0.3091,0.8943,0.89,0.9537,0.9399,0.8652,0.8624,0.8984,0.894,0.9341,0.928,0.9412,0.9156,0.9412,0.9156
157,0.2606,0.3112,0.895,0.8886,0.9537,0.9396,0.8658,0.8638,0.899,0.8923,0.9348,0.9227,0.9412,0.9144,0.9412,0.9145
158,0.2615,0.3088,0.8937,0.889,0.9535,0.9396,0.8645,0.8629,0.8978,0.8928,0.9338,0.9249,0.941,0.9143,0.941,0.9143
159,0.2602,0.3124,0.895,0.8899,0.9539,0.9396,0.8658,0.8622,0.8991,0.894,0.935,0.9281,0.9416,0.915,0.9416,0.9151
160,0.2597,0.3092,0.8951,0.8892,0.954,0.9397,0.8656,0.8656,0.8992,0.8927,0.9355,0.9216,0.9413,0.915,0.9413,0.915
161,0.2621,0.312,0.8937,0.8883,0.9533,0.94,0.8643,0.868,0.8978,0.8913,0.9339,0.9158,0.9409,0.9163,0.9409,0.9163
162,0.2597,0.3048,0.895,0.8909,0.9539,0.9408,0.8661,0.8602,0.899,0.8953,0.9345,0.9335,0.9416,0.9165,0.9416,0.9165
163,0.26,0.3067,0.8948,0.891,0.954,0.9406,0.8653,0.8619,0.8989,0.8952,0.9352,0.9311,0.9418,0.9153,0.9418,0.9153
164,0.2602,0.3104,0.8936,0.8885,0.9539,0.9399,0.865,0.8641,0.8977,0.8921,0.9329,0.922,0.9419,0.9145,0.9419,0.9145
165,0.2594,0.3149,0.8949,0.8888,0.9543,0.9398,0.8654,0.8593,0.899,0.8932,0.9353,0.9299,0.9424,0.9146,0.9424,0.9147
166,0.2611,0.3064,0.8943,0.8895,0.9536,0.9401,0.8652,0.8634,0.8984,0.8933,0.9342,0.9254,0.9414,0.9146,0.9414,0.9146
167,0.259,0.3106,0.8947,0.8898,0.9543,0.9399,0.8655,0.8599,0.8988,0.8942,0.9347,0.9313,0.9418,0.9151,0.9418,0.9152
168,0.2587,0.3059,0.8955,0.8896,0.9545,0.9405,0.8661,0.8651,0.8996,0.8932,0.9358,0.9231,0.9422,0.9157,0.9422,0.9157
169,0.2565,0.3108,0.8965,0.8894,0.9552,0.9394,0.8672,0.8617,0.9004,0.8935,0.9364,0.9277,0.9433,0.9142,0.9433,0.9143
170,0.2577,0.3107,0.8958,0.8917,0.9546,0.9403,0.867,0.8608,0.8998,0.8962,0.9351,0.9346,0.9425,0.915,0.9425,0.915
171,0.2573,0.3141,0.8959,0.8902,0.9547,0.9396,0.8671,0.8623,0.8999,0.8943,0.9352,0.9289,0.9424,0.914,0.9424,0.914
